#reference_name	reference_start	reference_end	reference_length	strand	query_name	query_start	query_end	query_length	perID_by_matches	perID_by_events	perID_by_all	matches	mismatches	deletion_events	insertion_events	deletions	insertions
chr1	4000000	4100000	248387328	+	chr1	4486504	4586300	248956422	99.76218	99.71315	99.27603	99417	237	26	23	346	142
chr1	4100000	4200000	248387328	+	chr1	4586300	4686237	248956422	99.835594	99.79558	99.40808	99590	164	18	22	246	183
chr1	4200000	4300000	248387328	+	chr1	4686237	4786075	248956422	99.93588	99.92287	99.734055	99754	64	4	9	182	20
chr1	4300000	4400000	248387328	+	chr1	4786075	4886089	248956422	99.939964	99.923965	99.810135	99882	60	4	12	58	72
chr1	4400000	4500000	248387328	+	chr1	4886089	4984242	248956422	99.91846	99.9042	97.977974	98025	80	8	6	1895	48
chr1	4500000	4600000	248387328	+	chr1	4984242	5084145	248956422	99.925896	99.90689	99.7491	99789	74	9	10	137	40
chr1	4600000	4700000	248387328	+	chr1	5084145	5183062	248956422	99.870544	99.84227	98.70554	98747	128	18	10	1125	42
chr1	4700000	4800000	248387328	+	chr1	5183062	5283010	248956422	99.82274	99.78576	99.57741	99674	177	21	16	149	97
chr1	4800000	4900000	248387328	+	chr1	5283010	5382862	248956422	99.796326	99.76029	99.28431	99466	203	21	15	331	183
chr1	4900000	5000000	248387328	+	chr1	5382862	5477602	248956422	99.93348	99.91871	94.60889	94642	63	8	6	5295	35
chr1	5000000	5100000	248387328	+	chr1	5477602	5577605	248956422	99.88694	99.853966	99.77613	99833	113	17	16	54	57
chr1	5100000	5200000	248387328	+	chr1	5577605	5677537	248956422	99.827774	99.7978	99.63822	99699	172	18	12	129	61
chr1	5200000	5300000	248387328	+	chr1	5677537	5777658	248956422	99.99	99.978	99.82924	99970	10	5	7	20	141
chr1	5300000	5400000	248387328	+	chr1	5777658	5875515	248956422	99.82612	99.78734	97.51319	97599	170	19	19	2231	88
chr1	5400000	5500000	248387328	+	chr1	5875515	5975500	248956422	99.925964	99.91097	99.85104	99881	74	8	7	45	30
chr1	5500000	5600000	248387328	+	chr1	5975500	6074320	248956422	99.8798	99.85132	97.412895	98049	118	17	11	1833	653
chr1	5600000	5700000	248387328	+	chr1	6074320	6174356	248956422	99.963	99.95	99.90105	99950	37	7	6	13	49
chr1	5700000	5800000	248387328	+	chr1	6174356	6274356	248956422	99.996	99.992	99.992	99994	4	2	2	2	2
chr1	5800000	5900000	248387328	+	chr1	6274356	6374359	248956422	99.999	99.997	99.996	99999	1	0	2	0	3
chr1	5900000	6000000	248387328	+	chr1	6374359	6474357	248956422	99.997	99.993004	99.993004	99994	3	3	1	3	1
chr1	6000000	6100000	248387328	+	chr1	6474357	6574335	248956422	99.80987	99.76594	99.694145	99741	190	23	21	69	47
chr1	6100000	6200000	248387328	+	chr1	6574335	6674336	248956422	99.994	99.993004	99.993004	99994	6	0	1	0	1
chr1	6200000	6300000	248387328	+	chr1	6674336	6772157	248956422	99.89666	99.83436	97.558	97638	101	26	35	2261	82
chr1	6300000	6400000	248387328	+	chr1	6772157	6872318	248956422	99.89695	99.86498	99.64474	99851	103	15	17	46	207
chr1	6400000	6500000	248387328	+	chr1	6872318	6971354	248956422	99.88487	99.85764	98.8862	98904	114	21	6	982	18
chr1	6500000	6600000	248387328	+	chr1	6971354	7070933	248956422	99.854355	99.82327	99.39213	99413	145	18	13	442	21
chr1	6600000	6700000	248387328	+	chr1	7070933	7170667	248956422	99.96791	99.95689	99.700005	99701	32	10	1	267	1
chr1	6700000	6800000	248387328	+	chr1	7170667	7270682	248956422	99.876976	99.846016	99.82007	99856	123	16	15	21	36
chr1	6800000	6900000	248387328	+	chr1	7270682	7370607	248956422	99.89488	99.8519	99.74809	99784	105	27	16	111	36
chr1	6900000	7000000	248387328	+	chr1	7370607	7470581	248956422	99.89093	99.86694	99.78709	99826	109	18	6	65	39
chr1	7000000	7100000	248387328	+	chr1	7470581	7568978	248956422	99.92678	99.91154	98.19419	98259	72	10	5	1669	66
chr1	7100000	7200000	248387328	+	chr1	7568978	7668956	248956422	99.959984	99.93999	99.89402	99916	40	14	6	44	22
chr1	7200000	7300000	248387328	+	chr1	7668956	7768954	248956422	99.92198	99.904	99.88202	99901	78	11	7	21	19
chr1	7300000	7400000	248387328	+	chr1	7768954	7868919	248956422	99.95596	99.94096	99.82908	99875	44	7	8	81	46
chr1	7400000	7500000	248387328	+	chr1	7868919	7969058	248956422	99.887794	99.83178	99.37902	99702	112	25	31	186	325
chr1	7500000	7600000	248387328	+	chr1	7969058	8068940	248956422	99.91481	99.87377	99.593414	99695	85	18	23	220	102
chr1	7600000	7700000	248387328	+	chr1	8068940	8168953	248956422	99.839874	99.79892	99.66731	99760	160	21	20	80	93
chr1	7700000	7800000	248387328	+	chr1	8168953	8268964	248956422	99.90693	99.86995	99.746216	99832	93	17	20	75	86
chr1	7800000	7900000	248387328	+	chr1	8268964	8367159	248956422	99.84401	99.790085	97.82044	97930	153	32	21	1917	112
chr1	7900000	8000000	248387328	+	chr1	8367159	8467126	248956422	99.94898	99.929985	99.90201	99909	51	14	5	40	7
chr1	8000000	8100000	248387328	+	chr1	8467126	8566383	248956422	99.89015	99.858955	99.094246	99121	109	19	12	770	27
chr1	8100000	8200000	248387328	+	chr1	8566383	8666431	248956422	99.916954	99.878975	99.75526	99860	83	21	17	57	105
chr1	8200000	8300000	248387328	+	chr1	8666431	8766537	248956422	99.955986	99.923996	99.77831	99920	44	12	20	36	142
chr1	8300000	8400000	248387328	+	chr1	8766537	8866534	248956422	99.915955	99.878975	99.8091	99861	84	17	20	55	52
chr1	8400000	8500000	248387328	+	chr1	8866534	8966321	248956422	99.871635	99.82159	99.52133	99590	128	21	29	282	69
chr1	8500000	8600000	248387328	+	chr1	8966321	9066113	248956422	99.895706	99.85665	99.542336	99615	104	16	23	281	73
chr1	8600000	8700000	248387328	+	chr1	9066113	9165685	248956422	99.83702	99.770775	99.067604	99238	162	30	36	600	172
chr1	8700000	8800000	248387328	+	chr1	9165685	9265382	248956422	99.86248	99.82741	99.41443	99487	137	23	12	376	73
chr1	8800000	8900000	248387328	+	chr1	9265382	9365142	248956422	99.84951	99.810455	99.440475	99525	150	16	23	325	85
chr1	8900000	9000000	248387328	+	chr1	9365142	9463691	248956422	99.88833	99.852844	98.34181	98390	110	16	19	1500	49
chr1	9000000	9100000	248387328	+	chr1	9463691	9563663	248956422	99.96198	99.93899	99.902016	99918	38	15	8	44	16
chr1	9100000	9200000	248387328	+	chr1	9563663	9657227	248956422	99.94545	99.921936	93.37184	93440	51	12	10	6509	73
chr1	9200000	9300000	248387328	+	chr1	9657227	9757217	248956422	99.986	99.975	99.97	99973	14	8	3	13	3
chr1	9300000	9400000	248387328	+	chr1	9757217	9857087	248956422	99.953926	99.9269	99.770065	99797	46	10	17	157	27
chr1	9400000	9500000	248387328	+	chr1	9857087	9957085	248956422	99.92396	99.88399	99.82009	99871	76	18	22	53	51
chr1	9500000	9600000	248387328	+	chr1	9957085	10056946	248956422	99.955925	99.928894	99.749084	99783	44	14	13	173	34
chr1	9600000	9700000	248387328	+	chr1	10056946	10156953	248956422	99.983	99.969	99.95201	99971	17	7	7	12	19
chr1	9700000	9800000	248387328	+	chr1	10156953	10256401	248956422	99.8863	99.82403	99.209496	99272	113	33	29	615	63
chr1	9800000	9900000	248387328	+	chr1	10256401	10356394	248956422	99.96499	99.937	99.90802	99933	35	15	13	32	25
chr1	9900000	10000000	248387328	+	chr1	10356394	10456383	248956422	99.93197	99.895996	99.85905	99890	68	17	19	42	31
chr1	10000000	10100000	248387328	+	chr1	10456383	10556389	248956422	99.87594	99.828995	99.77013	99826	124	21	26	50	56
chr1	10100000	10200000	248387328	+	chr1	10556389	10656405	248956422	99.90597	99.876	99.82608	99874	94	14	16	32	48
chr1	10200000	10300000	248387328	+	chr1	10656405	10756335	248956422	99.973976	99.96497	99.88201	99893	26	5	4	81	11
chr1	10300000	10400000	248387328	+	chr1	10756335	10856107	248956422	99.876656	99.84762	99.545235	99597	123	14	15	280	52
chr1	10400000	10500000	248387328	+	chr1	10856107	10960678	248956422	99.92498	99.902	95.512215	99901	75	13	10	24	4595
chr1	10500000	10600000	248387328	+	chr1	10960678	11058436	248956422	99.9345	99.88952	97.59323	97643	64	30	14	2293	51
chr1	10600000	10700000	248387328	+	chr1	11058436	11158417	248956422	99.982994	99.971	99.958	99961	17	9	3	22	3
chr1	10700000	10800000	248387328	+	chr1	11158417	11258409	248956422	99.985	99.978	99.975	99976	15	6	1	9	1
chr1	10800000	10900000	248387328	+	chr1	11258409	11358357	248956422	99.95597	99.93897	99.88401	99894	44	11	6	62	10
chr1	10900000	11000000	248387328	+	chr1	11358357	11457011	248956422	99.87325	99.84086	98.467476	98498	125	19	13	1377	31
chr1	11000000	11100000	248387328	+	chr1	11457011	11555672	248956422	99.89856	99.878296	98.40426	98482	100	14	6	1418	79
chr1	11100000	11200000	248387328	+	chr1	11555672	11655941	248956422	99.87488	99.8409	99.412155	99777	125	18	16	98	367
chr1	11200000	11300000	248387328	+	chr1	11655941	11755905	248956422	99.8779	99.83693	99.746124	99794	122	23	18	84	48
chr1	11300000	11400000	248387328	+	chr1	11755905	11855904	248956422	99.90196	99.86999	99.82307	99862	98	17	15	40	39
chr1	11400000	11500000	248387328	+	chr1	11855904	11955880	248956422	99.996	99.986	99.97	99971	4	9	1	25	1
chr1	11500000	11600000	248387328	+	chr1	11955880	12055853	248956422	99.93196	99.90197	99.84505	99875	68	19	11	57	30
chr1	11600000	11700000	248387328	+	chr1	12055853	12155863	248956422	99.933975	99.90899	99.852066	99898	66	12	13	36	46
chr1	11700000	11800000	248387328	+	chr1	12155863	12255864	248956422	99.868904	99.83194	99.722206	99796	131	21	16	73	74
chr1	11800000	11900000	248387328	+	chr1	12255864	12355858	248956422	99.99	99.980995	99.96001	99972	10	6	3	18	12
chr1	11900000	12000000	248387328	+	chr1	12355858	12455855	248956422	99.986	99.979	99.975	99979	14	3	4	7	4
chr1	12000000	12100000	248387328	+	chr1	12455855	12555868	248956422	99.97099	99.959	99.93601	99960	29	4	8	11	24
chr1	12100000	12200000	248387328	+	chr1	12555868	12655853	248956422	99.94697	99.92797	99.84607	99889	53	7	12	58	43
chr1	12200000	12300000	248387328	+	chr1	12655853	12755901	248956422	99.925995	99.908005	99.858086	99916	74	6	12	10	58
chr1	12300000	12400000	248387328	+	chr1	12755901	12855988	248956422	99.81653	99.78151	99.216705	99559	183	21	14	258	345
chr1	12399801	12400000	248387328	-	chr1	13348232	13348429	248956422	94.44444	93.96985	93.96985	187	11	1	0	1	0
chr1	12400000	12498290	248387328	+	chr1	12855988	12954384	248956422	99.720116	99.69373	99.53979	97979	275	11	15	36	142
chr1	12400000	12500000	248387328	-	chr1	13245698	13348231	248956422	99.075066	99.0115	96.02338	98761	922	29	35	317	2851
chr1	12500000	12600000	248387328	-	chr1	13145608	13245697	248956422	99.63867	99.59183	99.37013	99549	361	27	20	90	180
chr1	12670617	12700000	248387328	+	chr1	13224056	13258767	248956422	99.200874	99.0892	83.44249	29048	234	18	15	101	5429
chr1	12600000	12670619	248387328	-	chr1	13075113	13145607	248956422	99.780075	99.7546	99.55971	70324	155	14	4	140	16
chr1	12700000	12800000	248387328	+	chr1	13258767	13358778	248956422	99.95098	99.93798	99.85208	99907	49	8	5	44	55
chr1	12752846	12800000	248387328	-	chr1	13015934	13060075	248956422	98.36811	98.25422	91.50493	43280	718	33	18	3156	144
chr1	12800000	12900000	248387328	+	chr1	13358778	13458742	248956422	99.873886	99.84191	99.73414	99786	126	14	18	88	52
chr1	12800000	12811581	248387328	-	chr1	13004385	13015933	248956422	98.410355	98.282295	97.51248	11329	183	7	8	69	37
chr1	12900000	13000000	248387328	+	chr1	13458742	13557974	248956422	99.76798	99.723724	98.80121	98901	230	23	21	869	101
chr1	13000000	13100000	248387328	+	chr1	13557974	13658064	248956422	99.871925	99.83596	99.660515	99811	128	15	21	61	151
chr1	13100000	13200000	248387328	+	chr1	13658064	13757893	248956422	99.948906	99.92988	99.74205	99760	51	10	9	189	18
chr1	13200000	13300000	248387328	+	chr1	13757893	13857854	248956422	99.89692	99.86194	99.772095	99815	103	21	14	82	43
chr1	13300000	13400000	248387328	+	chr1	13857854	13957832	248956422	99.84581	99.79985	99.624374	99724	154	22	24	122	100
chr1	13400000	13500000	248387328	+	chr1	13957832	14057830	248956422	99.848915	99.823944	99.737144	99792	151	13	12	57	55
chr1	13500000	13600000	248387328	+	chr1	14057830	14157836	248956422	99.988	99.981	99.97	99982	12	2	5	6	12
chr1	13600000	13700000	248387328	+	chr1	14157836	14257813	248956422	99.95198	99.93499	99.90102	99915	48	8	9	37	14
chr1	13700000	13800000	248387328	+	chr1	14257813	14357833	248956422	99.92498	99.897995	99.84308	99894	75	12	15	31	51
chr1	13800000	13900000	248387328	+	chr1	14357833	14457844	248956422	99.92297	99.897995	99.85006	99892	77	8	17	31	42
chr1	13900000	14000000	248387328	+	chr1	14457844	14556201	248956422	99.84535	99.80676	98.06438	98134	152	21	17	1714	71
chr1	14000000	14100000	248387328	+	chr1	14556201	14655931	248956422	99.92879	99.909744	99.60111	99630	71	10	9	299	29
chr1	14100000	14200000	248387328	+	chr1	14655931	14755975	248956422	99.93099	99.914	99.863075	99919	69	6	11	12	56
chr1	14200000	14300000	248387328	+	chr1	14755975	14856009	248956422	99.951996	99.938	99.89805	99942	48	4	10	10	44
chr1	14300000	14400000	248387328	+	chr1	14856009	14956013	248956422	99.88988	99.85489	99.66837	99781	110	22	13	109	113
chr1	14400000	14500000	248387328	+	chr1	14956013	15055981	248956422	99.92794	99.91495	99.80209	99849	72	8	5	79	47
chr1	14500000	14600000	248387328	+	chr1	15055981	15155935	248956422	99.904915	99.87792	99.767105	99813	95	14	13	92	46
chr1	14600000	14700000	248387328	+	chr1	15155935	15255648	248956422	99.709015	99.66201	99.31935	99371	290	24	23	339	52
chr1	14700000	14800000	248387328	+	chr1	15255648	15355351	248956422	99.94582	99.93179	99.60509	99627	54	9	5	319	22
chr1	14800000	14900000	248387328	+	chr1	15355351	15455275	248956422	99.91789	99.889885	99.72816	99785	82	13	15	133	57
chr1	14900000	15000000	248387328	+	chr1	15455275	15555303	248956422	99.966995	99.955	99.93102	99963	33	3	9	4	32
chr1	15000000	15100000	248387328	+	chr1	15555303	15655270	248956422	99.99	99.979	99.94701	99952	10	8	3	38	5
chr1	15100000	15200000	248387328	+	chr1	15655270	15755260	248956422	99.981995	99.97	99.964005	99968	18	9	3	14	4
chr1	15200000	15300000	248387328	+	chr1	15755260	15858734	248956422	99.87389	99.80697	96.36525	99792	126	36	31	82	3556
chr1	15300000	15400000	248387328	+	chr1	15858734	15958719	248956422	99.95498	99.92599	99.87005	99905	45	17	12	50	35
chr1	15400000	15500000	248387328	+	chr1	15958719	16058619	248956422	99.85478	99.818794	99.657166	99706	145	20	16	149	49
chr1	15500000	15600000	248387328	+	chr1	16058619	16158604	248956422	99.87087	99.8329	99.690254	99773	129	16	22	98	83
chr1	15600000	15700000	248387328	+	chr1	16158604	16258666	248956422	99.85289	99.802956	99.643486	99779	147	19	31	74	136
chr1	15700000	15800000	248387328	+	chr1	16258666	16358476	248956422	99.849556	99.775505	99.448586	99554	150	36	38	296	106
chr1	15800000	15900000	248387328	+	chr1	16358476	16458314	248956422	99.92387	99.88584	99.72605	99744	76	25	13	180	18
chr1	15900000	16000000	248387328	+	chr1	16458314	16558314	248956422	99.85789	99.82691	99.69824	99778	142	16	15	80	80
chr1	16000000	16100000	248387328	+	chr1	16558314	16639777	248956422	99.22758	99.15149	77.349884	78876	614	29	32	20510	1973
chr1	16100000	16143940	248387328	+	chr1	16639777	16681767	248956422	98.493744	98.377754	92.25603	40934	626	30	19	2380	430
chr1	16361182	16400000	248387328	+	chr1	16645631	16684385	248956422	99.612885	99.57177	99.417885	38598	150	12	4	70	6
chr1	16400000	16500000	248387328	+	chr1	16684385	16778785	248956422	99.517914	99.46308	90.36374	92068	446	24	27	7486	1886
chr1	16500000	16520363	248387328	+	chr1	16778785	16799163	248956422	99.72471	99.6806	99.44605	20286	56	6	3	21	36
chr1	16659572	16700000	248387328	+	chr1	16849163	16889571	248956422	99.849014	99.82431	99.77	40341	61	6	4	26	6
chr1	16700000	16800000	248387328	+	chr1	16889571	16989577	248956422	99.83391	99.80096	99.71618	99778	166	11	22	56	62
chr1	16800000	16900000	248387328	+	chr1	16989577	17089562	248956422	99.7839	99.74498	99.70709	99738	216	20	19	46	31
chr1	16900000	17000000	248387328	+	chr1	17089562	17188692	248956422	99.82542	99.79017	98.8854	98921	173	20	15	906	36
chr1	17000000	17100000	248387328	+	chr1	17188692	17288768	248956422	99.86582	99.83983	99.52898	99735	134	15	11	131	207
chr1	17100000	17200000	248387328	+	chr1	17288768	17386052	248956422	99.80089	99.76795	96.39771	96738	193	18	14	3069	353
chr1	17200000	17300000	248387328	+	chr1	17386052	17485970	248956422	99.94894	99.914925	99.7771	99822	51	17	17	127	45
chr1	17300000	17400000	248387328	+	chr1	17485970	17586013	248956422	99.87697	99.83703	99.78814	99854	123	12	28	23	66
chr1	17400000	17500000	248387328	+	chr1	17586013	17686018	248956422	99.967	99.964005	99.96	99966	33	1	2	1	6
chr1	17500000	17600000	248387328	+	chr1	17686018	17784626	248956422	99.856964	99.821526	98.40748	98437	141	21	14	1422	30
chr1	17600000	17700000	248387328	+	chr1	17784626	17884311	248956422	99.8836	99.863556	99.51114	99540	116	14	6	344	29
chr1	17700000	17800000	248387328	+	chr1	17884311	17984347	248956422	99.85994	99.82998	99.73621	99816	140	12	18	44	80
chr1	17800000	17900000	248387328	+	chr1	17984347	18079894	248956422	99.867	99.83145	95.30477	95361	127	19	15	4512	59
chr1	17900000	18000000	248387328	+	chr1	18079894	18179866	248956422	99.85687	99.829895	99.705185	99767	143	12	15	90	62
chr1	18000000	18100000	248387328	+	chr1	18179866	18279883	248956422	99.85284	99.82485	99.6125	99741	147	11	17	112	129
chr1	18100000	18200000	248387328	+	chr1	18279883	18379939	248956422	99.87986	99.86087	99.59669	99766	120	8	11	114	170
chr1	18200000	18300000	248387328	+	chr1	18379939	18479901	248956422	99.8198	99.78584	99.64026	99711	180	16	18	109	71
chr1	18300000	18400000	248387328	+	chr1	18479901	18579949	248956422	99.87196	99.85099	99.76817	99844	128	11	10	28	76
chr1	18400000	18500000	248387328	+	chr1	18579949	18679931	248956422	99.97499	99.96099	99.91302	99935	25	7	7	40	22
chr1	18500000	18600000	248387328	+	chr1	18679931	18779933	248956422	99.922966	99.89698	99.82709	99876	77	13	13	47	49
chr1	18600000	18700000	248387328	+	chr1	18779933	18880200	248956422	99.823906	99.79794	99.45076	99770	176	9	17	54	321
chr1	18700000	18800000	248387328	+	chr1	18880200	18980105	248956422	99.863846	99.83685	99.72706	99748	136	14	13	116	21
chr1	18800000	18900000	248387328	+	chr1	18980105	19076448	248956422	99.772194	99.71203	95.713005	95914	219	34	24	3867	210
chr1	18900000	19000000	248387328	+	chr1	19076448	19176493	248956422	99.902985	99.88501	99.83409	99891	97	6	12	12	57
chr1	19000000	19100000	248387328	+	chr1	19176493	19276473	248956422	99.885925	99.85295	99.7781	99822	114	18	15	64	44
chr1	19100000	19200000	248387328	+	chr1	19276473	19376463	248956422	99.95099	99.937	99.927	99934	49	9	5	17	7
chr1	19200000	19300000	248387328	+	chr1	19376463	19476547	248956422	99.86794	99.827995	99.69838	99825	132	15	25	43	127
chr1	19300000	19400000	248387328	+	chr1	19476547	19576544	248956422	99.84787	99.78494	99.67528	99760	152	32	31	88	85
chr1	19400000	19500000	248387328	+	chr1	19576544	19676624	248956422	99.955986	99.935	99.82618	99931	44	10	11	25	105
chr1	19500000	19600000	248387328	+	chr1	19676624	19776599	248956422	99.89896	99.88597	99.842026	99858	101	7	6	41	16
chr1	19600000	19700000	248387328	+	chr1	19776599	19876615	248956422	99.92796	99.890976	99.80014	99872	72	16	21	56	72
chr1	19700000	19800000	248387328	+	chr1	19876615	19976315	248956422	99.90968	99.887634	99.51623	99563	90	13	9	347	47
chr1	19800000	19900000	248387328	+	chr1	19976315	20076361	248956422	99.889984	99.87201	99.8221	99879	110	9	9	11	57
chr1	19900000	20000000	248387328	+	chr1	20076361	20176354	248956422	99.92399	99.910995	99.89301	99905	76	6	7	19	12
chr1	20000000	20100000	248387328	+	chr1	20176354	20276416	248956422	99.84191	99.805954	99.664406	99784	158	18	18	58	120
chr1	20100000	20200000	248387328	+	chr1	20276416	20376397	248956422	99.958984	99.95199	99.91401	99927	41	4	3	32	13
chr1	20200000	20300000	248387328	+	chr1	20376397	20475046	248956422	99.958435	99.944244	98.58417	98596	41	7	7	1363	12
chr1	20300000	20400000	248387328	+	chr1	20475046	20575060	248956422	99.93599	99.911	99.88604	99918	64	8	17	18	32
chr1	20400000	20500000	248387328	+	chr1	20575060	20673809	248956422	99.79004	99.73036	98.2288	98384	207	33	26	1409	158
chr1	20500000	20600000	248387328	+	chr1	20673809	20773449	248956422	99.92268	99.88958	99.45928	99511	77	19	14	412	52
chr1	20600000	20700000	248387328	+	chr1	20773449	20873356	248956422	99.91082	99.8708	99.606415	99712	89	20	20	199	106
chr1	20700000	20800000	248387328	+	chr1	20873356	20973361	248956422	99.94498	99.91899	99.86606	99908	55	15	11	37	42
chr1	20800000	20900000	248387328	+	chr1	20973361	21073342	248956422	99.96196	99.93694	99.751236	99847	38	13	12	115	96
chr1	20900000	21000000	248387328	+	chr1	21073342	21173320	248956422	99.95598	99.92598	99.86604	99900	44	17	13	56	34
chr1	21000000	21100000	248387328	+	chr1	21173320	21272947	248956422	99.912636	99.884544	99.44427	99492	87	16	12	421	48
chr1	21100000	21200000	248387328	+	chr1	21272947	21372971	248956422	99.96399	99.94399	99.88406	99936	36	11	9	28	52
chr1	21200000	21300000	248387328	+	chr1	21372971	21476085	248956422	99.8328	99.78556	95.45993	99117	166	24	23	717	3831
chr1	21300000	21400000	248387328	+	chr1	21476085	21576075	248956422	99.794785	99.744865	99.59738	99691	205	23	27	104	94
chr1	21400000	21500000	248387328	+	chr1	21576075	21676043	248956422	99.879875	99.8329	99.70222	99775	120	25	22	105	73
chr1	21500000	21600000	248387328	+	chr1	21676043	21776057	248956422	99.94999	99.925	99.90203	99933	50	14	11	17	31
chr1	21600000	21700000	248387328	+	chr1	21776057	21876171	248956422	99.91096	99.88298	99.703476	99864	89	16	12	47	161
chr1	21700000	21800000	248387328	+	chr1	21876171	21976206	248956422	99.878914	99.83995	99.70431	99809	121	18	21	70	105
