#reference_name	reference_start	reference_end	reference_length	strand	query_name	query_start	query_end	query_length	perID_by_matches	perID_by_events	perID_by_all	matches	mismatches	deletion_events	insertion_events	deletions	insertions
chr1	46653904	47056696	248387497	+	chr1	46776357	47179107	248956422	99.84502	99.82022	99.769684	401995	624	49	51	173	131
chr1	47056792	47062145	248387497	+	chr1	47179107	47184459	248956422	99.850494	99.81319	99.79455	5343	8	1	1	2	1
chr1	47063045	47471215	248387497	+	chr1	47184459	47592608	248956422	99.90073	99.86865	99.80214	407553	405	67	64	212	191
chr1	47471280	47565408	248387497	+	chr1	47592608	47686733	248956422	99.9203	99.9065	99.878914	94032	75	8	5	21	18
chr1	47565499	47621959	248387497	+	chr1	47686733	47743225	248956422	99.99291	99.98052	99.92566	56453	4	2	5	3	35
chr1	47622286	48071956	248387497	+	chr1	47743225	48192943	248956422	99.92169	99.90214	99.84218	449163	352	39	49	155	203
chr1	48071956	48362516	248387497	+	chr1	48193070	48483688	248956422	99.91462	99.896736	99.829384	290217	248	21	31	95	153
chr1	48362593	49826793	248387497	+	chr1	48483688	49947954	248956422	99.95321	99.94276	99.91239	1463249	685	70	83	266	332
chr1	49827107	50248425	248387497	+	chr1	49947954	50369313	248956422	99.93138	99.91288	99.85196	420882	289	37	41	147	188
chr1	50248968	50261879	248387497	+	chr1	50369313	50382220	248956422	99.85276	99.82955	99.77544	12885	19	2	1	7	3
chr1	50261985	50444067	248387497	+	chr1	50382220	50564278	248956422	99.96539	99.95276	99.92367	181969	63	15	8	50	26
chr1	50444378	51591562	248387497	+	chr1	50564278	51711466	248956422	99.979256	99.967834	99.94422	1146747	238	72	59	199	203
chr1	51591921	51684947	248387497	+	chr1	51711466	51804489	248956422	99.98495	99.97205	99.96238	93000	14	7	5	12	9
chr1	51685037	51733097	248387497	+	chr1	51804489	51852550	248956422	99.954216	99.93134	99.91887	48030	22	4	7	8	9
chr1	51733591	51787897	248387497	+	chr1	51852550	51906869	248956422	99.8765	99.82131	99.66158	54187	67	15	15	52	65
chr1	51788182	51865105	248387497	+	chr1	51906869	51983757	248956422	99.91675	99.89336	99.83233	76809	64	11	7	50	15
chr1	51865434	52505316	248387497	+	chr1	51983757	52623685	248956422	99.95295	99.9278	99.8958	639421	301	81	80	160	206
chr1	52505390	52751615	248387497	+	chr1	52623685	52869966	248956422	99.90085	99.863914	99.759766	245835	244	42	49	146	202
chr1	52751714	53165189	248387497	+	chr1	52869966	53283550	248956422	99.90563	99.882675	99.79046	412901	390	50	45	184	293
chr1	53165337	53165543	248387497	+	chr1	53283550	53283749	248956422	99.49495	98.00995	95.16908	197	1	2	1	8	1
chr1	53166105	53384734	248387497	+	chr1	53283749	53502316	248956422	99.946465	99.93595	99.90715	218438	117	17	6	74	12
chr1	53384734	53407719	248387497	+	chr1	53502476	53525463	248956422	99.986946	99.9739	99.96955	22981	3	1	2	1	3
chr1	53408171	53595805	248387497	+	chr1	53525463	53713134	248956422	99.894455	99.87955	99.83112	187395	198	11	17	41	78
chr1	53596156	54341770	248387497	+	chr1	53713134	54458793	248956422	99.93331	99.90919	99.842354	744800	497	93	87	317	362
chr1	54341938	54342018	248387497	+	chr1	54458793	54458873	248956422	100	100	100	80	0	0	0	0	0
chr1	54342187	54393920	248387497	+	chr1	54458873	54510616	248956422	99.87619	99.81826	99.70261	51629	64	13	17	40	50
chr1	54394145	54445132	248387497	+	chr1	54510616	54561638	248956422	99.90583	99.85685	99.77468	50923	48	10	15	16	51
chr1	54445259	54445566	248387497	+	chr1	54561638	54561945	248956422	98.69707	98.69707	98.69707	303	4	0	0	0	0
chr1	54445975	54510690	248387497	+	chr1	54561945	54626600	248956422	99.85144	99.80974	99.65096	64524	96	13	14	95	35
chr1	54510690	54689382	248387497	+	chr1	54630293	54808990	248956422	99.91435	99.89087	99.850075	178484	153	21	21	55	60
chr1	54689493	54749101	248387497	+	chr1	54808990	54868664	248956422	99.83555	99.798706	99.67498	59495	98	7	15	15	81
chr1	54749101	54883446	248387497	+	chr1	54868716	55003042	248956422	99.82272	99.79448	99.70464	134018	238	20	18	89	70
chr1	54884117	55121238	248387497	+	chr1	55003042	55240233	248956422	99.88442	99.85831	99.812004	236796	274	25	37	51	121
chr1	55122845	55268382	248387497	+	chr1	55240233	55385702	248956422	99.87279	99.8467	99.771255	145244	185	24	14	108	40
chr1	55268509	55391811	248387497	+	chr1	55385702	55509049	248956422	99.90591	99.88484	99.83545	123165	116	11	15	21	66
chr1	55391811	55545214	248387497	+	chr1	55509103	55662540	248956422	99.8709	99.85463	99.81494	153179	198	12	13	26	60
chr1	55545484	55549259	248387497	+	chr1	55662540	55666329	248956422	99.91951	99.83914	97.05499	3724	3	1	2	48	62
chr1	55549750	55819079	248387497	+	chr1	55666329	55935609	248956422	99.95135	99.94244	99.912384	269121	131	16	8	77	28
chr1	55819079	56248619	248387497	+	chr1	55935930	56365434	248956422	99.88192	99.86006	99.81218	428865	507	54	40	168	132
chr1	56248619	56301342	248387497	+	chr1	56369289	56422030	248956422	99.91078	99.88234	99.70636	52631	47	5	10	45	63
chr1	56301342	56655978	248387497	+	chr1	56422347	56776934	248956422	99.87332	99.844025	99.776764	353991	449	48	56	196	147
chr1	56655978	56807805	248387497	+	chr1	56777273	56929081	248956422	99.90579	99.89132	99.8775	151653	143	15	7	31	12
chr1	56808047	57274742	248387497	+	chr1	56929081	57395726	248956422	99.869865	99.84803	99.770615	465831	607	59	43	257	207
chr1	57274742	58157229	248387497	+	chr1	57395782	58278237	248956422	99.9177	99.90003	99.849785	881445	726	88	68	316	284
chr1	58157229	58607402	248387497	+	chr1	58279150	58729267	248956422	99.90087	99.87734	99.8015	449475	446	51	55	252	196
chr1	58607402	58607664	248387497	+	chr1	58729327	58729589	248956422	100	100	100	262	0	0	0	0	0
chr1	58608179	58859720	248387497	+	chr1	58729589	58981108	248956422	99.94075	99.92684	99.90023	251330	149	20	15	62	40
chr1	58859720	59369586	248387497	+	chr1	58981256	59491037	248956422	99.92308	99.9025	99.850784	509247	392	58	47	227	142
chr1	59369658	59942856	248387497	+	chr1	59491037	60064241	248956422	99.96685	99.95569	99.93511	572920	190	31	33	88	94
chr1	59942932	59964572	248387497	+	chr1	60064241	60085840	248956422	99.88421	99.85645	99.61199	21565	25	4	2	50	9
chr1	59964762	59964841	248387497	+	chr1	60085840	60085919	248956422	96.20253	96.20253	96.20253	76	3	0	0	0	0
chr1	59964935	61803943	248387497	+	chr1	60085919	61924914	248956422	99.91301	99.8884	99.82672	1836608	1599	229	224	801	788
chr1	61803943	62016241	248387497	+	chr1	61925263	62137609	248956422	99.89819	99.86101	99.7515	211950	216	42	37	132	180
chr1	62016403	62157056	248387497	+	chr1	62137609	62278316	248956422	99.78719	99.71764	99.53641	140204	299	44	54	150	204
chr1	62157056	62564861	248387497	+	chr1	62278376	62686148	248956422	99.91536	99.89208	99.83381	407277	345	45	50	183	150
chr1	62564861	62874535	248387497	+	chr1	62686487	62996279	248956422	99.92571	99.90377	99.843155	309375	230	33	35	69	187
chr1	62874855	63118314	248387497	+	chr1	62996279	63239685	248956422	99.89273	99.873024	99.78978	243046	261	24	24	152	99
chr1	63118314	63349835	248387497	+	chr1	63242475	63473990	248956422	99.95248	99.93434	99.898094	231345	110	22	20	66	60
chr1	63349956	64077299	248387497	+	chr1	63473990	64201455	248956422	99.90703	99.884224	99.8252	726430	676	75	91	237	359
chr1	64077587	64115194	248387497	+	chr1	64201455	64239080	248956422	99.8564	99.83251	99.79802	37551	54	2	7	2	20
chr1	64115194	64260535	248387497	+	chr1	64239143	64384496	248956422	99.805885	99.77498	99.70568	144992	282	24	21	67	79
chr1	64262686	64293639	248387497	+	chr1	64384496	64415464	248956422	99.86419	99.812546	99.63544	30883	42	6	10	28	43
chr1	64293639	64370336	248387497	+	chr1	64415640	64492378	248956422	99.930885	99.91264	99.84886	76633	53	6	8	11	52
chr1	64370662	64612920	248387497	+	chr1	64492378	64734648	248956422	99.92443	99.89886	99.8395	241978	183	26	36	97	109
chr1	64612920	65322083	248387497	+	chr1	64734745	65443939	248956422	99.94218	99.923004	99.88427	708563	410	70	66	190	221
chr1	65322083	65491667	248387497	+	chr1	65444209	65613769	248956422	99.87907	99.857864	99.8143	169312	205	17	19	67	43
chr1	65491721	65548048	248387497	+	chr1	65613769	65670029	248956422	99.67633	99.61787	99.451706	56048	182	21	12	97	30
chr1	65548048	66278137	248387497	+	chr1	65670360	66400521	248956422	99.90176	99.88055	99.82762	729137	717	72	83	235	307
chr1	66278200	66508641	248387497	+	chr1	66400521	66630904	248956422	99.85449	99.82718	99.70033	229899	335	29	34	207	149
chr1	66508773	66537953	248387497	+	chr1	66630904	66660073	248956422	99.78379	99.73929	99.534424	29075	63	6	7	42	31
chr1	66538095	66613573	248387497	+	chr1	66660073	66735521	248956422	99.85683	99.83168	99.777466	75325	108	11	8	45	15
chr1	66613573	67587798	248387497	+	chr1	66735853	67710104	248956422	99.90316	99.875984	99.80989	972840	943	138	127	442	468
chr1	67587798	68642665	248387497	+	chr1	67710180	68765058	248956422	99.91807	99.897415	99.8532	1053666	864	105	113	337	348
chr1	68642789	69219007	248387497	+	chr1	68765058	69341309	248956422	99.92379	99.90714	99.865715	575628	439	43	53	151	184
chr1	69219007	69355514	248387497	+	chr1	69341628	69478032	248956422	99.85407	99.8365	99.727554	136170	199	12	12	138	35
chr1	69355514	69438817	248387497	+	chr1	69478338	69561642	248956422	99.87392	99.84514	99.80799	83171	105	16	8	27	28
chr1	69438817	69502160	248387497	+	chr1	69561999	69625373	248956422	99.93368	99.91316	99.82806	63283	42	6	7	18	49
chr1	69502487	69656129	248387497	+	chr1	69625373	69778917	248956422	99.906204	99.88603	99.81128	153376	144	21	10	122	24
chr1	69656129	69793235	248387497	+	chr1	69778975	69916099	248956422	99.85845	99.83659	99.76964	136860	194	17	13	52	70
chr1	69794430	69824992	248387497	+	chr1	69916099	69946661	248956422	99.91163	99.892006	99.84627	30525	27	3	3	10	10
chr1	69825310	70359160	248387497	+	chr1	69946661	70480506	248956422	99.94604	99.92994	99.897934	533431	288	43	43	131	126
chr1	70359160	70525441	248387497	+	chr1	70480837	70647107	248956422	99.842316	99.808075	99.69771	165893	262	33	24	126	115
chr1	70525441	71153889	248387497	+	chr1	70647289	71275636	248956422	99.91929	99.899086	99.83679	627631	507	68	59	310	209
chr1	71153889	71566412	248387497	+	chr1	71275946	71688419	248956422	99.91609	99.89574	99.84103	411997	346	47	37	180	130
chr1	71566515	71671352	248387497	+	chr1	71688419	71793264	248956422	99.97329	99.95708	99.94278	104797	28	10	7	12	20
chr1	71671579	71806431	248387497	+	chr1	71793264	71928131	248956422	99.98146	99.97034	99.95996	134820	25	6	9	7	22
chr1	71807221	72023542	248387497	+	chr1	71928131	72144440	248956422	99.94775	99.92927	99.89601	216146	113	23	17	62	50
chr1	72023542	72179760	248387497	+	chr1	72144499	72300640	248956422	99.90583	99.8764	99.80801	155956	147	27	19	115	38
chr1	72179760	72349377	248387497	+	chr1	72346156	72515808	248956422	99.89737	99.87204	99.78848	169368	174	17	26	75	110
chr1	72349531	72390621	248387497	+	chr1	72515808	72556898	248956422	99.9002	99.89048	99.86617	41042	41	3	1	7	7
chr1	72390621	72962948	248387497	+	chr1	72556953	73129297	248956422	99.895996	99.8733	99.806145	571483	595	65	65	249	266
chr1	72971165	73025020	248387497	+	chr1	73129297	73183136	248956422	99.83448	99.78066	99.54566	53680	89	14	15	86	70
chr1	73025103	73129918	248387497	+	chr1	73183136	73287917	248956422	99.92936	99.90266	99.843575	104679	74	17	11	62	28
chr1	73129918	73781585	248387497	+	chr1	73288232	73939941	248956422	99.90528	99.882744	99.81855	650788	617	72	75	262	304
chr1	73781660	73813735	248387497	+	chr1	73939941	73972028	248956422	99.884636	99.872185	99.83483	32036	37	2	2	2	14
chr1	73813787	74131195	248387497	+	chr1	73972028	74289484	248956422	99.898834	99.871765	99.815155	316978	321	41	45	109	157
chr1	74131195	74523878	248387497	+	chr1	74289605	74682360	248956422	99.900406	99.87776	99.83073	392191	391	36	53	101	173
chr1	74524213	74600262	248387497	+	chr1	74682360	74758446	248956422	99.860565	99.832985	99.73592	75914	106	7	14	29	66
chr1	74600528	74874469	248387497	+	chr1	74758446	75032372	248956422	99.92332	99.90836	99.86971	273650	210	22	19	81	66
chr1	74874469	75122204	248387497	+	chr1	75032435	75280137	248956422	99.92409	99.90472	99.86319	247455	188	26	22	92	59
chr1	75122660	75219598	248387497	+	chr1	75280137	75377083	248956422	99.94841	99.92779	99.89687	96867	50	11	9	21	29
chr1	75219598	75383320	248387497	+	chr1	75382488	75546180	248956422	99.981064	99.97129	99.95175	163652	31	9	7	39	9
chr1	75383320	75722539	248387497	+	chr1	75546510	75885668	248956422	99.901794	99.87912	99.84497	338759	333	43	34	127	66
chr1	75722945	75723237	248387497	+	chr1	75885668	75885960	248956422	98.287674	98.287674	98.287674	287	5	0	0	0	0
chr1	75723461	75723976	248387497	+	chr1	75885960	75886464	248956422	99.60317	99.20949	97.47573	502	2	2	0	11	0
chr1	75724133	75744138	248387497	+	chr1	75886464	75906495	248956422	99.84495	99.78506	99.59587	19962	31	8	4	12	38
chr1	75744644	76472856	248387497	+	chr1	75906495	76634681	248956422	99.88542	99.86169	99.79739	727044	834	87	86	334	308
chr1	76472856	76484360	248387497	+	chr1	76634964	76646455	248956422	99.477806	99.44319	99.34811	11430	60	3	1	14	1
chr1	76484360	76841085	248387497	+	chr1	76646577	77003279	248956422	99.88276	99.86147	99.77781	356108	418	42	34	199	176
chr1	76841407	76854301	248387497	+	chr1	77003279	77016174	248956422	99.86815	99.85265	99.84491	12876	17	1	1	1	2
chr1	76854521	77206120	248387497	+	chr1	77016174	77367747	248956422	99.9283	99.910965	99.86409	351221	252	30	31	126	100
chr1	77206190	77206357	248387497	+	chr1	77367747	77367904	248956422	96.07843	94.23077	85.96491	147	6	1	2	14	4
chr1	77206538	77311403	248387497	+	chr1	77367904	77472787	248956422	99.88645	99.8531	99.7494	104683	119	17	18	63	81
chr1	77311976	77314569	248387497	+	chr1	77472787	77475398	248956422	99.96143	99.9229	99.27231	2592	1	0	1	0	18
chr1	77314569	77871532	248387497	+	chr1	77475474	78032532	248956422	99.94253	99.919914	99.86487	556474	320	59	67	169	264
chr1	77871612	77900691	248387497	+	chr1	78032532	78061615	248956422	99.91746	99.88998	99.8831	29052	24	3	5	3	7
chr1	77900691	78315481	248387497	+	chr1	78061731	78476546	248956422	99.905464	99.88667	99.837326	414269	392	39	39	129	154
chr1	78315558	78774830	248387497	+	chr1	78476546	78935823	248956422	99.92704	99.916595	99.87636	458823	335	20	28	114	119
chr1	78774830	79023112	248387497	+	chr1	78936145	79184459	248956422	99.85488	99.82068	99.67648	247716	360	36	49	206	238
chr1	79023242	79487218	248387497	+	chr1	79184459	79648487	248956422	99.923676	99.90494	99.84317	463461	354	45	42	161	213
chr1	79487218	79594499	248387497	+	chr1	79648804	79756095	248956422	99.852684	99.830345	99.791275	107095	158	13	11	28	38
chr1	79594499	79642595	248387497	+	chr1	79757343	79805469	248956422	99.83153	99.79417	99.702965	47999	81	6	12	16	46
chr1	79642735	79670676	248387497	+	chr1	79805469	79833411	248956422	99.71354	99.67785	99.6101	27847	80	5	5	14	15
chr1	79670964	79917166	248387497	+	chr1	79833411	80079571	248956422	99.91183	99.893555	99.843666	245880	217	24	21	105	63
chr1	79917369	80167086	248387497	+	chr1	80079571	80329265	248956422	99.862175	99.83817	99.77223	249249	344	35	25	124	101
chr1	80167086	80896151	248387497	+	chr1	80329341	81058430	248956422	99.95925	99.944855	99.90004	728564	297	52	53	204	228
chr1	80896473	81060205	248387497	+	chr1	81058430	81222099	248956422	99.85271	99.82525	99.75211	163377	241	26	19	114	51
chr1	81060205	81836732	248387497	+	chr1	81222428	81998983	248956422	99.887665	99.8573	99.80074	775331	872	109	127	324	352
chr1	81836798	82093812	248387497	+	chr1	81998983	82256026	248956422	99.8735	99.85251	99.78145	256585	325	27	27	104	133
chr1	82096933	82417846	248387497	+	chr1	82256026	82576961	248956422	99.950134	99.93643	99.90965	320699	160	20	24	54	76
chr1	82417846	82854079	248387497	+	chr1	82577281	83013577	248956422	99.94818	99.93444	99.90306	435940	226	25	35	67	130
chr1	82854079	82859705	248387497	+	chr1	83013637	83019212	248956422	99.78471	99.71316	98.84486	5562	12	3	1	52	1
chr1	82859705	83601196	248387497	+	chr1	83019274	83760763	248956422	99.88492	99.86363	99.82243	740405	853	86	72	233	231
chr1	83601280	84597343	248387497	+	chr1	83760763	84756783	248956422	99.93683	99.92168	99.87675	995113	629	65	86	321	278
chr1	84597544	84995221	248387497	+	chr1	84756783	85154441	248956422	99.88577	99.852356	99.77205	396987	454	66	67	236	217
chr1	84995735	85124219	248387497	+	chr1	85154441	85282937	248956422	99.91748	99.896484	99.8584	128346	106	12	15	32	44
chr1	85124219	85781142	248387497	+	chr1	85283267	85940107	248956422	99.88653	99.85702	99.78242	655794	745	97	97	384	301
chr1	85781142	86057217	248387497	+	chr1	85940435	86216562	248956422	99.86231	99.83591	99.77771	275604	380	40	33	91	143
chr1	86057314	86057411	248387497	+	chr1	86216562	86216659	248956422	98.96907	98.96907	98.96907	96	1	0	0	0	0
chr1	86057590	86116220	248387497	+	chr1	86216659	86275297	248956422	99.93176	99.90961	99.89087	58582	40	4	9	8	16
chr1	86116220	86637559	248387497	+	chr1	86276014	86797362	248956422	99.91654	99.89738	99.87343	520796	435	48	52	108	117
chr1	86638209	86740145	248387497	+	chr1	86797362	86899321	248956422	99.85272	99.80569	99.66191	101700	150	24	24	86	109
chr1	86740145	86887522	248387497	+	chr1	86899449	87046752	248956422	99.89202	99.85337	99.77819	147097	159	37	20	121	47
chr1	86889637	87294189	248387497	+	chr1	87046752	87451291	248956422	99.93151	99.914955	99.873474	404151	277	39	28	124	111
chr1	87294675	87663559	248387497	+	chr1	87451291	87820157	248956422	99.913765	99.89697	99.85474	368448	318	34	28	118	100
chr1	87663559	87669113	248387497	+	chr1	87820311	87825867	248956422	99.89193	99.85596	99.784096	5546	6	1	1	2	4
chr1	87669235	88238430	248387497	+	chr1	87825867	88395034	248956422	99.90175	99.87928	99.82771	568411	559	69	59	225	197
chr1	88238525	88301166	248387497	+	chr1	88395034	88457679	248956422	99.94729	99.923355	99.83886	62576	33	7	8	32	36
chr1	88301355	89198092	248387497	+	chr1	88457679	89354533	248956422	99.920135	99.90119	99.85498	895787	716	90	80	234	351
chr1	89198092	90027191	248387497	+	chr1	89354657	90183784	248956422	99.91036	99.8924	99.85591	828144	743	72	77	212	240
chr1	90027346	90154600	248387497	+	chr1	90183784	90311035	248956422	99.916664	99.89468	99.831116	127092	106	13	15	56	53
chr1	90154656	90222831	248387497	+	chr1	90311035	90379123	248956422	99.816376	99.77534	99.64804	67949	125	22	6	101	14
chr1	90223690	91004009	248387497	+	chr1	90379123	91159214	248956422	99.92152	99.8973	99.804276	779135	612	90	99	572	344
chr1	91004009	91013183	248387497	+	chr1	91159497	91168699	248956422	99.6293	99.57503	99.28292	9138	34	2	3	2	30
chr1	91013241	91060967	248387497	+	chr1	91168699	91216468	248956422	99.69991	99.63092	99.306046	47510	143	16	17	73	116
chr1	91061285	91304111	248387497	+	chr1	91216468	91459295	248956422	99.84553	99.822914	99.79168	242386	375	27	28	65	66
chr1	91304212	91304613	248387497	+	chr1	91459295	91459702	248956422	99.50124	98.762375	98.0344	399	2	0	3	0	6
chr1	91304613	91613539	248387497	+	chr1	91459779	91768787	248956422	99.91873	99.89932	99.84244	308598	251	27	33	77	159
chr1	91613853	92058472	248387497	+	chr1	91768787	92213447	248956422	99.93587	99.90394	99.81749	444091	285	72	70	243	284
chr1	92058534	92546995	248387497	+	chr1	92213447	92701962	248956422	99.910706	99.882065	99.81993	487830	436	69	71	195	249
chr1	92547321	92692188	248387497	+	chr1	92701962	92846892	248956422	99.83557	99.77285	99.62565	144508	238	47	44	121	184
chr1	92692274	92878009	248387497	+	chr1	92846892	93032655	248956422	99.8912	99.86538	99.798744	185461	202	22	26	72	100
chr1	92878347	93190621	248387497	+	chr1	93032655	93344857	248956422	99.90868	99.87988	99.82297	311819	285	48	42	170	98
chr1	93190746	93722042	248387497	+	chr1	93344857	93876124	248956422	99.93938	99.92263	99.89067	530830	322	49	40	144	115
chr1	93724547	94325976	248387497	+	chr1	93876124	94477681	248956422	99.89837	99.87162	99.79611	600574	611	69	92	244	372
chr1	94325976	94725334	248387497	+	chr1	94477763	94877129	248956422	99.83891	99.81566	99.74197	398525	643	50	43	190	198
chr1	94725652	94894420	248387497	+	chr1	94877129	95045907	248956422	99.96563	99.94785	99.91825	168675	58	17	13	35	45
chr1	94894482	95073518	248387497	+	chr1	95045907	95224954	248956422	99.87648	99.83909	99.73544	178694	221	29	38	121	132
chr1	95073518	95865658	248387497	+	chr1	95225273	96017524	248956422	99.91388	99.89407	99.841385	791226	682	76	81	232	343
chr1	95865658	96001114	248387497	+	chr1	96017608	96153094	248956422	99.903275	99.88115	99.85314	135306	131	10	20	19	49
chr1	96001180	96113785	248387497	+	chr1	96153094	96265690	248956422	99.831215	99.80994	99.777145	112380	190	13	11	35	26
chr1	96114012	96251584	248387497	+	chr1	96265690	96403225	248956422	99.93091	99.91129	99.85902	137409	95	10	17	68	31
chr1	96251584	96979004	248387497	+	chr1	96403302	97130751	248956422	99.91391	99.895096	99.85253	726585	626	62	75	209	238
chr1	96979004	97999258	248387497	+	chr1	97130845	98151195	248956422	99.9195	99.901184	99.84569	1019104	821	91	96	329	425
chr1	97999258	98351548	248387497	+	chr1	98151250	98503570	248956422	99.90005	99.87225	99.82238	351816	352	46	52	122	152
chr1	98351742	98360659	248387497	+	chr1	98503570	98512488	248956422	99.64105	99.59637	99.585205	8883	32	1	3	2	3
chr1	98360710	98960367	248387497	+	chr1	98512488	99112034	248956422	99.87335	99.8462	99.77629	598551	759	87	76	347	236
chr1	98960551	99348070	248387497	+	chr1	99112034	99499566	248956422	99.93754	99.924385	99.897575	387206	242	26	25	71	84
chr1	99348134	99356937	248387497	+	chr1	99499566	99508398	248956422	99.863625	99.79557	99.44545	8787	12	1	5	4	33
chr1	99356937	99675322	248387497	+	chr1	99508509	99826984	248956422	99.85419	99.82344	99.71756	317748	464	52	46	173	263
chr1	99675394	99773413	248387497	+	chr1	99826984	99924983	248956422	99.97142	99.95918	99.91024	97951	28	5	7	40	20
chr1	99773413	100376864	248387497	+	chr1	99925126	100528659	248956422	99.93502	99.914154	99.85888	602870	392	62	64	189	271
chr1	100377210	100666400	248387497	+	chr1	100528659	100817826	248956422	99.8263	99.793495	99.707275	288504	502	50	45	184	161
chr1	100666400	100667720	248387497	+	chr1	100817891	100819213	248956422	99.469696	99.3944	99.319214	1313	7	0	1	0	2
chr1	100668234	101102238	248387497	+	chr1	100819213	101253202	248956422	99.95529	99.943085	99.9196	433725	194	25	28	85	70
chr1	101102238	101102533	248387497	+	chr1	101253276	101253569	248956422	100	99.65987	99.32204	293	0	1	0	2	0
chr1	101103144	101108169	248387497	+	chr1	101253569	101258573	248956422	99.45902	99.20064	98.531166	4964	27	9	4	34	13
chr1	101108169	101402588	248387497	+	chr1	101258649	101553061	248956422	99.87185	99.838936	99.721016	293816	377	46	51	226	219
chr1	101402710	101403276	248387497	+	chr1	101553061	101553669	248956422	96.46643	95.789474	89.802635	546	20	0	4	0	42
chr1	101403276	101507280	248387497	+	chr1	101553832	101657854	248956422	99.87306	99.856735	99.82699	103857	132	5	12	15	33
chr1	101507280	101896492	248387497	+	chr1	101657929	102047085	248956422	99.909515	99.88923	99.81868	388655	352	39	40	205	149
chr1	101896559	101943050	248387497	+	chr1	102047085	102093582	248956422	99.90534	99.87741	99.86668	46441	44	6	7	6	12
chr1	101943265	101943356	248387497	+	chr1	102093582	102093674	248956422	96.7033	95.652176	95.652176	88	3	0	1	0	1
chr1	101943453	102431905	248387497	+	chr1	102093674	102582122	248956422	99.80167	99.7614	99.64405	487096	968	101	96	388	384
chr1	102431905	102479970	248387497	+	chr1	102582452	102630509	248956422	99.89175	99.854324	99.77957	47982	52	12	6	31	23
chr1	102479970	102494569	248387497	+	chr1	102630828	102645433	248956422	99.931435	99.89719	99.69902	14575	10	2	3	14	20
chr1	102494569	103022295	248387497	+	chr1	102645500	103173187	248956422	99.84108	99.808525	99.69343	526478	838	74	98	410	371
chr1	103022395	103121429	248387497	+	chr1	103173187	103272220	248956422	99.819084	99.77168	99.62876	98760	179	23	24	95	94
chr1	103121533	103199924	248387497	+	chr1	103272220	103350631	248956422	99.722946	99.67458	99.52726	78107	217	19	19	67	87
chr1	103199924	103214408	248387497	+	chr1	103350751	103365286	248956422	99.91692	99.82018	99.032524	14433	12	6	8	39	90
chr1	103214408	103470233	248387497	+	chr1	103365348	103621118	248956422	99.97185	99.95934	99.93082	255673	72	18	14	80	25
chr1	103470233	103549429	248387497	+	chr1	103621197	103700394	248956422	99.96211	99.95328	99.943184	79159	30	5	2	7	8
chr1	103643573	103651585	248387497	+	chr1	103700394	103708406	248956422	100	100	100	8012	0	0	0	0	0
chr1	103745715	103975567	248387497	+	chr1	103708406	103938231	248956422	99.96301	99.95474	99.91909	229703	85	10	9	64	37
chr1	103980846	104604877	248387497	+	chr1	103938231	104562275	248956422	99.90783	99.88718	99.852936	623291	575	63	66	165	178
chr1	104605039	104718761	248387497	+	chr1	104562275	104676027	248956422	99.897064	99.87422	99.77242	113549	117	8	18	56	86
chr1	104718761	104730409	248387497	+	chr1	104676830	104688481	248956422	99.80254	99.78541	99.77684	11625	23	0	2	0	3
