#reference_name	reference_start	reference_end	reference_length	strand	query_name	query_start	query_end	query_length	perID_by_matches	perID_by_events	perID_by_all	matches	mismatches	deletion_events	insertion_events	deletions	insertions
chr10	41427910	41428967	134758122	+	chr10	40531080	40532139	133797422	95.55345	95.37299	95.37299	1010	47	0	2	0	2
chr10	41429307	41430659	134758122	+	chr10	40532139	40533491	133797422	97.78107	97.78107	97.78107	1322	30	0	0	0	0
chr10	41430659	41432533	134758122	+	chr10	40533831	40535707	133797422	95.30416	95.20256	95.20256	1786	88	0	2	0	2
chr10	41432533	41433030	134758122	+	chr10	40536045	40536542	133797422	96.579475	96.579475	96.579475	480	17	0	0	0	0
chr10	41433030	41438797	134758122	+	chr10	40536882	40542654	133797422	95.26453	95.16548	95.116035	5492	273	2	4	2	7
chr10	41438797	41445096	134758122	+	chr10	40542992	40549294	133797422	98.23753	98.175186	98.15961	6187	111	1	3	1	4
chr10	41446113	41447261	134758122	+	chr10	40549294	40550439	133797422	96.06644	95.89878	95.64839	1099	45	1	1	4	1
chr10	41447941	41449738	134758122	+	chr10	40550439	40552239	133797422	96.549805	96.388885	96.388885	1735	62	0	3	0	3
chr10	41450078	41452467	134758122	+	chr10	40552239	40554631	133797422	96.107155	95.986626	95.986626	2296	93	0	3	0	3
chr10	41453147	41454369	134758122	+	chr10	40554631	40555853	133797422	98.36334	98.36334	98.36334	1202	20	0	0	0	0
chr10	41454369	41462987	134758122	+	chr10	40556193	40564818	133797422	92.091515	91.87811	91.86747	7930	681	7	13	7	14
chr10	41463667	41466379	134758122	+	chr10	40564818	40567534	133797422	96.57079	96.46409	96.42857	2619	93	0	3	0	4
chr10	41467059	41468356	134758122	+	chr10	40567534	40568834	133797422	94.36294	94.072365	93.855606	1222	73	2	2	2	5
chr10	41469036	41470393	134758122	+	chr10	40568834	40570194	133797422	96.168015	95.95588	95.95588	1305	52	0	3	0	3
chr10	41471073	41474042	134758122	+	chr10	40570194	40573168	133797422	96.49714	96.3673	96.3349	2865	104	0	4	0	5
chr10	41474722	41483210	134758122	+	chr10	40573168	40581666	133797422	92.230606	92.03529	91.992004	7823	659	6	12	6	16
chr10	41483550	41484503	134758122	+	chr10	40581666	40582620	133797422	97.16684	97.06499	97.06499	926	27	0	1	0	1
chr10	41600546	41602040	134758122	+	chr10	40392345	40393844	133797422	97.45649	97.131424	97.131424	1456	38	0	5	0	5
chr10	41602040	41606793	134758122	+	chr10	40394183	40398945	133797422	93.51579	93.221405	93.221405	4442	308	3	12	3	12
chr10	41606793	41608823	134758122	+	chr10	40399285	40401317	133797422	98.17734	98.08071	98.08071	1993	37	0	2	0	2
chr10	41608823	41612003	134758122	+	chr10	40401657	40404834	133797422	96.093254	95.94212	95.82155	3050	124	2	3	6	3
chr10	41612685	41612743	134758122	+	chr10	40404834	40404892	133797422	98.27586	98.27586	98.27586	57	1	0	0	0	0
chr10	41613081	41616133	134758122	+	chr10	40404892	40407946	133797422	94.621185	94.43535	94.373566	2885	164	1	5	3	5
chr10	41616471	41618508	134758122	+	chr10	40407946	40409978	133797422	97.293304	97.24545	97.05449	1977	55	1	0	5	0
chr10	41619187	41623277	134758122	+	chr10	40409978	40414074	133797422	95.96478	95.82417	95.7774	3924	165	1	5	1	7
chr10	41623277	41627338	134758122	+	chr10	40414410	40418472	133797422	96.45408	96.43033	96.43033	3917	144	0	1	0	1
chr10	41627676	41630823	134758122	+	chr10	40418472	40421622	133797422	94.6281	94.47794	94.47794	2977	169	1	4	1	4
chr10	41630823	41635042	134758122	+	chr10	40422302	40426525	133797422	94.61575	94.436554	94.39186	3989	227	3	5	3	7
chr10	41635042	41640389	134758122	+	chr10	40426865	40432214	133797422	89.378044	89.06104	89.04442	4771	567	9	10	9	11
chr10	41640389	41642171	134758122	+	chr10	40432554	40434337	133797422	96.24018	96.1862	96.1862	1715	67	0	1	0	1
chr10	41642171	41646773	134758122	+	chr10	40434675	40439277	133797422	94.79869	94.633934	94.51074	4356	239	4	4	7	7
chr10	41647453	41649206	134758122	+	chr10	40439277	40441032	133797422	93.668	93.56126	93.56126	1642	111	0	2	0	2
chr10	41649547	41652270	134758122	+	chr10	40441032	40443754	133797422	95.99412	95.8884	95.8884	2612	109	2	1	2	1
chr10	41652270	41656875	134758122	+	chr10	40444094	40448701	133797422	94.2199	94.076805	94.0564	4336	266	2	5	3	5
chr10	41657213	41661472	134758122	+	chr10	40448701	40452968	133797422	95.02113	94.84294	94.7985	4046	212	1	7	1	9
chr10	41662150	41666631	134758122	+	chr10	40452968	40457463	133797422	91.315025	91.01024	90.949524	4090	389	2	13	2	16
chr10	41422033	41425867	134758122	+	chr10	41261528	41265368	133797422	92.56263	92.32171	92.32171	3547	285	2	8	2	8
chr10	41425867	41431080	134758122	+	chr10	41265708	41270923	133797422	90.60338	90.25651	90.25651	4715	489	9	11	9	11
chr10	41431418	41433371	134758122	+	chr10	41270923	41272879	133797422	95.08449	94.93865	94.93865	1857	96	0	3	0	3
chr10	41433709	41437037	134758122	+	chr10	41272879	41276208	133797422	95.49008	95.34674	95.34674	3176	150	2	3	2	3
chr10	41437037	41440834	134758122	+	chr10	41276889	41280692	133797422	94.1502	93.97685	93.902756	3573	222	2	5	2	8
chr10	41440834	41445553	134758122	+	chr10	41281031	41285758	133797422	93.23866	93.061134	93.04146	4399	319	1	8	1	9
chr10	41445553	41448972	134758122	+	chr10	41286096	41289523	133797422	92.30544	92.06303	92.03617	3155	263	1	8	1	9
chr10	41448972	41453894	134758122	+	chr10	41289863	41294788	133797422	90.36389	90.19886	90.19886	4445	474	3	6	3	6
chr10	41454573	41455416	134758122	+	chr10	41294788	41295631	133797422	97.98339	97.98339	97.98339	826	17	0	0	0	0
chr10	41455756	41460142	134758122	+	chr10	41295631	41300021	133797422	94.57117	94.4204	94.39891	4146	238	2	5	2	6
chr10	41460822	41465254	134758122	+	chr10	41300021	41304456	133797422	94.830696	94.723785	94.68109	4201	229	1	4	2	5
chr10	41465594	41466244	134758122	+	chr10	41304456	41305106	133797422	97.07692	97.07692	97.07692	631	19	0	0	0	0
chr10	41467602	41471031	134758122	+	chr10	41305106	41308542	133797422	94.686134	94.41048	94.273254	3243	182	4	6	4	11
chr10	41471031	41471552	134758122	+	chr10	41308881	41309403	133797422	96.353165	96.16858	96.16858	502	19	0	1	0	1
chr10	41471552	41473056	134758122	+	chr10	41310085	41311591	133797422	97.87234	97.80731	97.74236	1472	32	0	1	0	2
chr10	41473396	41474423	134758122	+	chr10	41311591	41312618	133797422	98.24732	98.24732	98.24732	1009	18	0	0	0	0
chr10	41474423	41476756	134758122	+	chr10	41312958	41315293	133797422	93.30185	92.90295	92.90295	2173	156	4	6	4	6
chr10	41476756	41483629	134758122	+	chr10	41315628	41322513	133797422	92.16315	91.86874	91.78877	6327	538	8	14	8	20
chr10	41421794	41425758	134758122	+	chr10	41141047	41145019	133797422	89.671715	89.35581	89.31087	3551	409	4	10	4	12
chr10	41425758	41431080	134758122	+	chr10	41145355	41150684	133797422	91.16375	90.94148	90.94148	4849	470	3	10	3	10
chr10	41431418	41437296	134758122	+	chr10	41150684	41156570	133797422	93.687256	93.5599	93.528114	5506	371	1	7	1	9
chr10	41437296	41438515	134758122	+	chr10	41156906	41158128	133797422	93.5908	93.284195	93.05556	1139	78	2	2	2	5
chr10	41438515	41438803	134758122	+	chr10	41158466	41158754	133797422	97.916664	97.916664	97.916664	282	6	0	0	0	0
chr10	41438803	41439377	134758122	+	chr10	41159095	41159669	133797422	96.34146	96.34146	96.34146	553	21	0	0	0	0
chr10	41439377	41440661	134758122	+	chr10	41160350	41161634	133797422	94.61359	94.17249	94.17249	1212	69	3	3	3	3
chr10	41440661	41444567	134758122	+	chr10	41161972	41165884	133797422	94.44302	94.274025	94.24994	3688	217	1	6	1	7
chr10	41444905	41447363	134758122	+	chr10	41165884	41168346	133797422	96.05209	95.857025	95.81811	2360	97	1	4	1	5
chr10	41448381	41449648	134758122	+	chr10	41168346	41169615	133797422	95.97475	95.82349	95.82349	1216	51	0	2	0	2
chr10	41450328	41450981	134758122	+	chr10	41169615	41170268	133797422	97.24349	97.24349	97.24349	635	18	0	0	0	0
chr10	41451319	41458138	134758122	+	chr10	41170268	41177090	133797422	93.88025	93.71521	93.70148	6397	417	5	7	5	8
chr10	41458138	41460367	134758122	+	chr10	41177430	41179665	133797422	95.01795	94.76276	94.67799	2117	111	1	5	1	7
chr10	41460367	41462064	134758122	+	chr10	41180000	41181702	133797422	95.2858	95.117645	95.005875	1617	80	0	3	0	5
chr10	41462064	41462202	134758122	+	chr10	41182038	41182176	133797422	92.753624	92.753624	92.753624	128	10	0	0	0	0
chr10	41462202	41464932	134758122	+	chr10	41182514	41185250	133797422	92.893776	92.723946	92.690056	2536	194	0	5	0	6
chr10	41465270	41472629	134758122	+	chr10	41185250	41192615	133797422	91.112015	90.80304	90.74149	6694	653	11	14	12	18
chr10	41413689	41417083	134758122	+	chr10	40361588	40364978	133797422	92.26454	92.07425	91.992935	3125	262	4	3	7	3
chr10	41417083	41420138	134758122	+	chr10	40365658	40368709	133797422	94.327866	94.235176	94.14267	2877	173	2	1	5	1
chr10	41420138	41421676	134758122	+	chr10	40369049	40370586	133797422	96.41927	96.29389	96.231316	1481	55	1	1	2	1
chr10	41422014	41430655	134758122	+	chr10	40370586	40379233	133797422	92.64706	92.47573	92.47573	8001	635	5	11	5	11
chr10	41430655	41433030	134758122	+	chr10	40379573	40381949	133797422	96.378944	96.33839	96.33839	2289	86	0	1	0	1
chr10	41433030	41437337	134758122	+	chr10	40382289	40386600	133797422	93.49593	93.32251	93.32251	4025	280	2	6	2	6
chr10	41437677	41444453	134758122	+	chr10	40386600	40393389	133797422	93.87273	93.6515	93.61013	6358	415	3	13	3	16
chr10	41444453	41447618	134758122	+	chr10	40394410	40397582	133797422	96.24013	96.05803	96.02774	3046	119	0	6	0	7
chr10	41447618	41449956	134758122	+	chr10	40397921	40400261	133797422	97.90419	97.82051	97.82051	2289	49	0	2	0	2
chr10	41449956	41452434	134758122	+	chr10	40400940	40403420	133797422	96.0452	95.96774	95.96774	2380	98	0	2	0	2
chr10	41453114	41454504	134758122	+	chr10	40403420	40404811	133797422	96.76026	96.55173	96.55173	1344	45	1	2	1	2
chr10	41455184	41455267	134758122	+	chr10	40404811	40404892	133797422	98.765434	97.560974	96.385544	80	1	1	0	2	0
chr10	41455605	41458594	134758122	+	chr10	40404892	40407881	133797422	94.57286	94.446304	94.32008	2823	162	1	3	4	4
chr10	41594908	41601798	134758122	+	chr10	40737871	40744767	133797422	93.29073	93.10145	93.10145	6424	462	4	10	4	10
chr10	41602477	41602709	134758122	+	chr10	40744767	40744999	133797422	97.413795	97.413795	97.413795	226	6	0	0	0	0
chr10	41603049	41609344	134758122	+	chr10	40744999	40751297	133797422	93.75099	93.542755	93.527916	5896	393	5	9	6	9
chr10	41609687	41611993	134758122	+	chr10	40751297	40753604	133797422	97.87511	97.83268	97.83268	2257	49	0	1	0	1
chr10	41612673	41613760	134758122	+	chr10	40753604	40754689	133797422	95.39171	95.216194	95.216194	1035	50	2	0	2	0
chr10	41614100	41615265	134758122	+	chr10	40754689	40755859	133797422	95.61855	95.04697	95.04697	1113	51	1	6	1	6
chr10	41616282	41618526	134758122	+	chr10	40755859	40758100	133797422	96.73816	96.60866	96.35069	2165	73	2	1	6	3
chr10	41618526	41618641	134758122	+	chr10	40758436	40758551	133797422	87.82609	87.82609	87.82609	101	14	0	0	0	0
chr10	41618641	41619634	134758122	+	chr10	40758888	40759882	133797422	96.27392	96.17706	96.17706	956	37	0	1	0	1
chr10	41619634	41620766	134758122	+	chr10	40760561	40761694	133797422	97.08481	96.999115	96.999115	1099	33	0	1	0	1
chr10	41620766	41627875	134758122	+	chr10	40762032	40769150	133797422	91.712395	91.544945	91.544945	6518	589	2	11	2	11
chr10	41628892	41633618	134758122	+	chr10	40769150	40773882	133797422	91.9348	91.75999	91.7406	4343	381	2	7	2	8
chr10	41633958	41637742	134758122	+	chr10	40773882	40777671	133797422	92.01481	91.82058	91.79636	3480	302	2	6	2	7
chr10	41637742	41640389	134758122	+	chr10	40778009	40780660	133797422	95.99547	95.850624	95.850624	2541	106	0	4	0	4
chr10	41640389	41643119	134758122	+	chr10	40781000	40783732	133797422	96.335655	96.19466	96.19466	2629	100	1	3	1	3
chr10	39691473	39693756	134758122	+	chr10	41124872	41127157	133797422	93.5993	93.39458	93.35374	2135	146	1	4	2	4
chr10	39694094	39697487	134758122	+	chr10	41127157	41130555	133797422	93.01091	92.792	92.76471	3154	237	2	6	2	7
chr10	39697487	39699186	134758122	+	chr10	41130894	41132594	133797422	96.64509	96.588234	96.588234	1642	57	0	1	0	1
chr10	39699524	39701212	134758122	+	chr10	41132594	41134281	133797422	94.30605	94.19431	94.13854	1590	96	1	1	2	1
chr10	39701551	39711056	134758122	+	chr10	41134281	41143795	133797422	91.272766	91.08099	91.07143	8670	829	6	14	6	15
chr10	39711396	39712085	134758122	+	chr10	41143795	41144483	133797422	95.20349	95.065315	95.065315	655	33	1	0	1	0
chr10	39712423	39719619	134758122	+	chr10	41144483	41151688	133797422	93.25827	93.10297	93.09005	6709	485	2	10	2	11
chr10	39719619	39731515	134758122	+	chr10	41152026	41163929	133797422	91.66947	91.43097	91.43097	10894	990	12	19	12	19
chr10	39731853	39741352	134758122	+	chr10	41163929	41173436	133797422	91.022125	90.80206	90.77344	8638	852	9	14	9	17
chr10	41621570	41623386	134758122	+	chr10	39965871	39967685	133797422	94.37396	94.16621	94.16621	1711	102	3	1	3	1
chr10	41623386	41625126	134758122	+	chr10	39968365	39970106	133797422	98.56322	98.50661	98.50661	1715	25	0	1	0	1
chr10	41625126	41630616	134758122	+	chr10	39971120	39976613	133797422	95.6102	95.55798	95.55798	5249	241	0	3	0	3
chr10	41630616	41635247	134758122	+	chr10	39977292	39981939	133797422	93.7365	93.4338	93.3735	4340	290	1	14	1	17
chr10	41635247	41637742	134758122	+	chr10	39982279	39984774	133797422	95.91019	95.833336	95.833336	2392	102	1	1	1	1
chr10	41637742	41638760	134758122	+	chr10	39985112	39986133	133797422	97.544205	97.25759	97.25759	993	25	0	3	0	3
chr10	41638760	41641190	134758122	+	chr10	39986472	39988906	133797422	94.35982	94.12731	94.12731	2292	137	1	5	1	5
chr10	41641190	41649069	134758122	+	chr10	39989586	39997469	133797422	92.99784	92.73856	92.715065	7318	551	10	12	10	14
chr10	41649069	41656862	134758122	+	chr10	39997805	40005599	133797422	96.08372	95.9482	95.9482	7483	305	5	6	5	6
chr10	41656862	41659169	134758122	+	chr10	40005937	40008249	133797422	95.14521	94.939445	94.939445	2195	112	0	5	0	5
chr10	42194807	42203516	134758122	+	chr10	41881842	41890597	133797422	99.254425	98.885796	95.945946	8520	64	13	19	125	171
chr10	42203731	42204355	134758122	+	chr10	41890597	41891196	133797422	99.49917	99.333336	95.51282	596	3	1	0	25	0
chr10	42211004	42213773	134758122	+	chr10	41891196	41893860	133797422	99.128456	98.75425	93.6292	2616	23	7	3	130	25
chr10	42214902	42226113	134758122	+	chr10	41893860	41904979	133797422	98.97782	98.644714	95.35742	10845	112	16	21	254	162
chr10	42227442	42232596	134758122	+	chr10	41904979	41910181	133797422	99.00735	98.53784	93.758224	4987	50	10	14	117	165
chr10	42232741	42238062	134758122	+	chr10	41910181	41915428	133797422	84.29195	83.20282	76.90916	4250	792	35	31	279	205
chr10	41434444	41440580	134758122	+	chr10	40285256	40291400	133797422	93.87023	93.732704	93.68695	5758	376	2	7	2	10
chr10	41440580	41440834	134758122	+	chr10	40291738	40291992	133797422	95.66929	95.66929	95.66929	243	11	0	0	0	0
chr10	41440834	41442629	134758122	+	chr10	40292332	40294128	133797422	96.49025	96.43652	96.43652	1732	63	0	1	0	1
chr10	41443309	41447261	134758122	+	chr10	40294128	40298087	133797422	96.35628	96.23452	96.185905	3808	144	0	5	0	7
chr10	41447941	41457781	134758122	+	chr10	40298087	40307932	133797422	93.12449	92.94488	92.92601	9156	676	7	12	8	13
chr10	41458461	41460258	134758122	+	chr10	40307932	40309729	133797422	96.7706	96.66296	96.66296	1738	58	1	1	1	1
chr10	41460598	41462954	134758122	+	chr10	40309729	40312087	133797422	95.9253	95.84393	95.84393	2260	96	0	2	0	2
chr10	41463634	41466038	134758122	+	chr10	40312087	40314493	133797422	96.83597	96.67498	96.59468	2326	76	1	3	2	4
chr10	41466716	41470756	134758122	+	chr10	40314493	40318537	133797422	93.31021	93.12562	93.0336	3766	270	3	5	4	8
chr10	41471436	41474836	134758122	+	chr10	40318537	40321935	133797422	94.51974	94.35294	94.242065	3208	186	3	3	6	4
chr10	39695952	39697487	134758122	+	chr10	40561146	40562683	133797422	95.17915	95.055305	95.055305	1461	74	0	2	0	2
chr10	39697487	39700185	134758122	+	chr10	40563022	40565720	133797422	96.256485	96.256485	96.256485	2597	101	0	0	0	0
chr10	39700864	39702853	134758122	+	chr10	40565720	40567709	133797422	95.420235	95.22853	95.22853	1896	91	2	2	2	2
chr10	39703194	39704578	134758122	+	chr10	40567709	40569094	133797422	94.43642	94.36823	94.36823	1307	77	0	1	0	1
chr10	39705255	39706626	134758122	+	chr10	40569094	40570467	133797422	96.425964	96.28551	96.28551	1322	49	0	2	0	2
chr10	39707306	39709690	134758122	+	chr10	40570467	40572852	133797422	96.30872	96.26834	96.26834	2296	88	0	1	0	1
chr10	39710369	39713781	134758122	+	chr10	40572852	40576263	133797422	93.07918	92.99736	92.99736	3174	236	2	1	2	1
chr10	39713781	39719935	134758122	+	chr10	40576603	40582767	133797422	92.59681	92.2815	92.20674	5691	455	8	13	8	18
chr10	39719935	39720072	134758122	+	chr10	40582979	40583116	133797422	85.40146	85.40146	85.40146	117	20	0	0	0	0
chr10	39720072	39721827	134758122	+	chr10	40583218	40584974	133797422	89.26941	88.914154	88.914154	1564	188	3	4	3	4
chr10	39722167	39727765	134758122	+	chr10	40584974	40590572	133797422	93.02575	92.82655	92.82655	5202	390	6	6	6	6
chr10	39728103	39737122	134758122	+	chr10	40590572	40599597	133797422	92.30684	92.05137	92.020805	8315	693	11	14	11	17
chr10	41423356	41425649	134758122	+	chr10	40069740	40072033	133797422	97.25131	97.16652	97.16652	2229	63	1	1	1	1
chr10	41425989	41428612	134758122	+	chr10	40072033	40074656	133797422	97.63539	97.560974	97.560974	2560	62	1	1	1	1
chr10	41428950	41433030	134758122	+	chr10	40074656	40078739	133797422	94.925224	94.80901	94.80901	3872	207	1	4	1	4
chr10	41433030	41433569	134758122	+	chr10	40079078	40079617	133797422	96.660484	96.660484	96.660484	521	18	0	0	0	0
chr10	41433569	41440834	134758122	+	chr10	40079955	40087223	133797422	93.195595	93.0674	93.029015	6766	494	5	5	5	8
chr10	41440834	41442616	134758122	+	chr10	40087562	40089345	133797422	96.52076	96.46663	96.46663	1720	62	0	1	0	1
chr10	41442616	41442871	134758122	+	chr10	40089683	40089938	133797422	94.5098	94.5098	94.5098	241	14	0	0	0	0
chr10	41442871	41447261	134758122	+	chr10	40090278	40094675	133797422	96.30895	96.155594	96.11187	4227	162	1	6	1	8
chr10	41447941	41449509	134758122	+	chr10	40094675	40096244	133797422	96.74745	96.68578	96.68578	1517	51	0	1	0	1
chr10	41449847	41450981	134758122	+	chr10	40096244	40097380	133797422	95.50265	95.33451	95.33451	1083	51	0	2	0	2
chr10	41451319	41452068	134758122	+	chr10	40097380	40098129	133797422	97.06275	97.06275	97.06275	727	22	0	0	0	0
chr10	41452748	41455764	134758122	+	chr10	40098129	40101144	133797422	94.35778	94.201454	94.201454	2843	170	3	2	3	2
chr10	41456103	41456973	134758122	+	chr10	40101144	40102016	133797422	97.0115	96.900116	96.788994	844	26	0	1	0	2
chr10	41627361	41629046	134758122	+	chr10	41182048	41183739	133797422	91.20095	90.66194	90.5549	1534	148	3	7	3	9
chr10	41629046	41640732	134758122	+	chr10	41184076	41195767	133797422	91.55171	91.285774	91.27798	10685	986	15	19	15	20
chr10	41641070	41649069	134758122	+	chr10	41195767	41203775	133797422	94.555695	94.30782	94.23724	7555	435	5	16	9	18
chr10	41649069	41651784	134758122	+	chr10	41204112	41206834	133797422	92.48065	92.17487	92.10719	2509	204	2	7	2	9
chr10	41651784	41654636	134758122	+	chr10	41207171	41210022	133797422	93.22331	92.99474	92.99474	2655	193	4	3	4	3
chr10	41654977	41657011	134758122	+	chr10	41210022	41212056	133797422	96.26168	96.167076	96.167076	1957	76	1	1	1	1
chr10	41657351	41658218	134758122	+	chr10	41212056	41212923	133797422	96.18938	95.96774	95.96774	833	33	1	1	1	1
chr10	41658556	41659721	134758122	+	chr10	41212923	41214092	133797422	95.70815	95.462326	95.38067	1115	50	0	3	0	4
chr10	41660061	41666631	134758122	+	chr10	41214092	41220679	133797422	88.83643	88.55321	88.499466	5833	733	4	17	4	21
chr10	41629825	41633618	134758122	+	chr10	40940338	40944132	133797422	93.980995	93.80764	93.70887	3560	228	2	5	5	6
chr10	41633958	41636723	134758122	+	chr10	40944132	40946898	133797422	92.14622	92.01301	91.97977	2546	217	2	2	2	3
chr10	41636723	41641068	134758122	+	chr10	40947236	40951580	133797422	93.22581	93.03288	93.03288	4046	294	5	4	5	4
chr10	41641408	41646462	134758122	+	chr10	40951580	40956641	133797422	92.89671	92.76823	92.76823	4695	359	0	7	0	7
chr10	41646462	41648950	134758122	+	chr10	40956981	40959472	133797422	96.0193	95.826645	95.826645	2388	99	1	4	1	4
chr10	41648950	41649555	134758122	+	chr10	40959811	40960417	133797422	93.55372	93.39934	93.39934	566	39	0	1	0	1
chr10	41649555	41652850	134758122	+	chr10	40960757	40964052	133797422	94.23019	94.11586	94.11586	3103	190	2	2	2	2
chr10	41652850	41655857	134758122	+	chr10	40964393	40967409	133797422	92.54575	92.20822	92.14712	2781	224	2	9	2	11
chr10	41655857	41658880	134758122	+	chr10	40967745	40970770	133797422	91.22517	91.014206	90.984146	2755	265	2	5	3	5
chr10	41658880	41666631	134758122	+	chr10	40971110	40978878	133797422	89.21328	88.84601	88.788895	6906	835	10	22	10	27
chr10	41758192	41758917	134758122	+	chr10	41559654	41560379	133797422	86.30705	85.95042	85.832184	624	99	2	1	2	2
chr10	41759258	41761256	134758122	+	chr10	41560382	41562379	133797422	91.470146	91.15	91.10445	1823	170	4	3	4	4
chr10	41761935	41763639	134758122	+	chr10	41562379	41564086	133797422	92.94947	92.62295	92.568756	1582	120	2	4	2	5
chr10	41764318	41766006	134758122	+	chr10	41564086	41565776	133797422	92.522255	92.13948	92.08505	1559	126	3	4	3	5
chr10	41766685	41767242	134758122	+	chr10	41565776	41566334	133797422	94.0754	93.90681	93.90681	524	33	0	1	0	1
chr10	41767581	41768381	134758122	+	chr10	41566334	41567134	133797422	92.230576	91.88515	91.77058	736	62	2	1	2	2
chr10	41769060	41769618	134758122	+	chr10	41567134	41567692	133797422	93.895874	93.55993	93.55993	523	34	1	1	1	1
chr10	41769957	41771332	134758122	+	chr10	41567692	41569067	133797422	91.67883	91.27907	91.014496	1256	114	3	3	5	5
chr10	41771668	41778353	134758122	+	chr10	41569067	41575757	133797422	88.80899	88.51725	88.477615	5928	747	10	12	10	15
chr10	41778690	41783449	134758122	+	chr10	41575757	41580516	133797422	96.11181	96.07143	96.07143	4573	185	1	1	1	1
chr10	41783788	41785238	134758122	+	chr10	41580516	41581967	133797422	96.344826	96.27843	96.27843	1397	53	0	1	0	1
chr10	41785577	41786772	134758122	+	chr10	41581967	41583163	133797422	97.322174	97.2408	97.2408	1163	32	0	1	0	1
chr10	41787112	41789921	134758122	+	chr10	41583163	41585972	133797422	96.40441	96.40441	96.40441	2708	101	0	0	0	0
chr10	41790261	41791841	134758122	+	chr10	41585972	41587552	133797422	96.51899	96.51899	96.51899	1525	55	0	0	0	0
chr10	41791841	41793213	134758122	+	chr10	41588570	41589943	133797422	95.55393	95.484344	95.484344	1311	61	0	1	0	1
chr10	41793552	41797129	134758122	+	chr10	41589943	41593521	133797422	94.26573	94.13408	94.13408	3370	205	2	3	2	3
chr10	41459721	41465254	134758122	+	chr10	41458583	41464123	133797422	91.44201	91.14517	91.12874	5054	473	6	12	6	13
chr10	41465594	41467019	134758122	+	chr10	41464123	41465549	133797422	93.40351	93.338005	93.338005	1331	94	0	1	0	1
chr10	41467357	41472727	134758122	+	chr10	41465549	41470935	133797422	92.81058	92.5692	92.500465	4983	386	1	13	1	17
chr10	41473065	41476083	134758122	+	chr10	41470935	41473955	133797422	95.02982	94.96689	94.96689	2868	150	0	2	0	2
chr10	41476761	41486293	134758122	+	chr10	41473955	41483501	133797422	92.21884	91.987015	91.909996	8782	741	8	16	9	23
chr10	41486293	41490354	134758122	+	chr10	41483840	41487906	133797422	92.52774	92.164085	92.14146	3752	303	6	10	6	11
chr10	41490694	41491222	134758122	+	chr10	41487906	41488435	133797422	97.34849	97.16446	97.16446	514	14	0	1	0	1
chr10	41491562	41493291	134758122	+	chr10	41488435	41490167	133797422	95.08102	94.806694	94.806694	1643	85	1	4	1	4
chr10	41493291	41494896	134758122	+	chr10	41490507	41492110	133797422	93.25843	93.02615	93.02615	1494	108	3	1	3	1
chr10	41467299	41470756	134758122	+	chr10	41094556	41098018	133797422	91.859795	91.54157	91.46236	3171	281	5	7	5	10
chr10	41471436	41471701	134758122	+	chr10	41098018	41098283	133797422	97.73585	97.73585	97.73585	259	6	0	0	0	0
chr10	41472041	41474042	134758122	+	chr10	41098283	41100288	133797422	96.30185	96.157684	96.109726	1927	74	0	3	0	4
chr10	41474722	41475070	134758122	+	chr10	41100288	41100636	133797422	97.413795	97.413795	97.413795	339	9	0	0	0	0
chr10	41475410	41477221	134758122	+	chr10	41100636	41102447	133797422	93.64992	93.64992	93.64992	1696	115	0	0	0	0
