#reference_name	reference_start	reference_end	reference_length	strand	query_name	query_start	query_end	query_length	perID_by_matches	perID_by_events	perID_by_all	matches	mismatches	deletion_events	insertion_events	deletions	insertions
chr21	10976537	11004518	45090682	+	1148-	6476669	6503458	104682809	98.16335	98.145035	93.9747	26296	492	4	1	1193	1
chr21	10985232	11012979	45090682	+	1148-	6765265	6793346	104682809	97.38051	97.32687	92.64917	26506	713	9	6	528	862
chr21	10997465	11014849	45090682	+	1148-	6597503	6615564	104682809	98.21613	98.182236	94.47058	17068	310	2	4	6	683
chr21	10982078	11002795	45090682	+	1148-	6503458	6523666	104682809	97.494804	97.446556	95.006516	19692	506	6	4	519	10
chr13	15154640	15291455	113566686	+	1148-	5801248	5916373	104682809	97.02224	96.91721	79.55386	110128	3380	80	43	23307	1617
chr13	15297063	15428504	113566686	+	1148-	5916373	6024375	104682809	96.79634	96.66524	78.08109	103484	3425	110	35	24532	1093
chr13	14140035	14341013	113566686	+	1148-	5642729	5801248	104682809	96.67748	96.533394	75.330605	152210	5231	176	59	43537	1078
chr13	15720326	15859966	113566686	+	1148-	8467160	8602646	104682809	96.990204	96.86229	83.422806	123389	3829	96	72	12422	8268
chr13	16105644	16154209	113566686	+	1148-	6428096	6476668	104682809	97.15464	97.06035	88.56069	45003	1318	19	26	2244	2251
chr13	14303243	14325281	113566686	+	1148-	6073099	6094130	104682809	97.28483	97.21549	92.830894	20459	571	14	1	1008	1
chr13	16992506	17026716	113566686	+	1148-	6732587	6765265	104682809	98.05401	97.98624	88.9136	31190	619	11	11	2401	869
chr16	1263138	2630516	96330374	+	1217-	1271875	2635612	40833103	99.86334	99.83131	99.318474	1359961	1861	220	217	5556	1915
chr16	2642577	14792131	96330374	+	1217-	2635612	14783827	40833103	99.862816	99.83204	99.58133	12115095	16643	1843	1897	17816	16477
chr16	15337545	16852681	96330374	+	1217-	15444277	16959494	40833103	99.93918	99.91503	99.83825	1513490	921	172	194	725	806
chr16	16852681	18321380	96330374	+	1217-	16965545	18434319	40833103	99.89908	99.87274	99.725174	1465976	1481	199	188	1242	1317
chr16	18368570	18757646	96330374	+	1217-	18434319	18823698	40833103	99.83639	99.7953	99.57382	388079	636	72	88	361	664
chr16	18757646	28729813	96330374	+	1217-	18829550	28799656	40833103	99.925	99.900986	99.761	9955475	7472	1189	1206	9220	7159
chr16	29015651	33097835	96330374	+	1217-	29098663	33176698	40833103	99.95181	99.93175	99.64966	4071970	1963	401	417	8251	4102
chr16	33620182	35907050	96330374	+	1217-	33697306	35979185	40833103	99.95423	99.94216	99.30226	2275857	1042	140	135	9969	4980
chr16	35913155	36119877	96330374	+	1217-	35979185	36181853	40833103	99.09992	99.01507	82.139015	183869	1670	74	85	21183	17129
chr16	37699736	37841893	96330374	+	1217-	37705623	37845419	40833103	98.33202	98.25694	83.59657	127397	2161	49	50	12599	10238
chr16	37841893	39504374	96330374	+	1217-	37850527	39509290	40833103	99.97834	99.974	99.60625	1657167	359	43	29	4955	1237
chr16	39510690	39562311	96330374	+	1217-	39509290	39567867	40833103	98.952225	98.87713	86.334984	50809	538	6	33	274	7230
chr16	3460	1254476	96330374	+	1217-	2727	1263216	40833103	99.851074	99.816154	98.34889	1244379	1856	225	211	4781	14254
chr16	33078938	33601285	96330374	-	1217-	33176698	33697306	40833103	99.96541	99.95369	99.52948	520158	180	24	37	2009	270
chr16	36154597	36713591	96330374	+	1217-	36214491	36788214	40833103	99.24395	99.188576	90.727	536877	4090	191	111	18027	32756
chr16	28660600	28780068	96330374	-	1217-	28979187	29098663	40833103	99.7819	99.70913	99.345215	118950	260	41	46	258	266
chr16	28780068	28946678	96330374	-	1217-	28799656	28966191	40833103	99.815475	99.758514	99.57906	166068	307	48	47	235	160
chr16	15117336	15339988	96330374	-	1217-	14783827	15006132	40833103	99.84146	99.79427	99.44062	221679	352	56	49	621	274
chr16	37146923	37374260	96330374	+	1217-	37191438	37416403	40833103	99.52988	99.51238	91.07148	215099	1016	15	23	11222	8850
chr16	37374260	37423779	96330374	+	1217-	37421500	37470012	40833103	99.1396	99.10689	85.67326	45053	391	3	12	4075	3068
chr16	14893155	15116748	96330374	-	1217-	15006812	15230413	40833103	99.906876	99.86306	99.692635	223149	208	42	56	236	244
chr16	14794572	14915577	96330374	-	1217-	15323329	15444277	40833103	99.953674	99.93383	99.79269	120823	56	14	10	126	69
chr16	36920253	37086580	96330374	+	1217-	36977690	37134832	40833103	99.38761	99.36277	88.13243	151096	931	20	18	14300	5115
chr16	47900482	47931759	96330374	+	1217-	40368830	40400176	40833103	99.801605	99.79522	99.41668	31189	62	1	1	26	95
chr16	47956706	48006934	96330374	+	1217-	40400176	40456027	40833103	99.580925	99.57258	81.43947	47524	200	1	3	2504	8127
chr16	48015193	48046249	96330374	+	1217-	40456027	40487103	40833103	99.781044	99.77461	99.71682	30988	68	0	2	0	20
chr16	14938583	15031459	96330374	+	1217-	15230413	15323329	40833103	99.945076	99.91172	99.85904	92805	51	10	21	20	60
chr16	39574708	39575631	96330374	+	1217-	39587586	39588486	40833103	98.39817	98.173515	90.621704	860	14	1	1	49	26
chr16	39575631	39578163	96330374	+	1217-	39594513	39600235	40833103	98.025276	97.98658	43.376442	2482	50	0	1	0	3190
chr16	39578163	39644173	96330374	+	1217-	39625361	39691381	40833103	99.81663	99.80907	99.728966	65865	121	2	3	24	34
chr16	39644173	39667793	96330374	+	1217-	39707659	39732567	40833103	99.817825	99.796684	94.53137	23561	43	2	3	16	1304
chr16	40199565	40265557	96330374	+	1217-	40157378	40223663	40833103	99.23677	99.22163	97.371414	65011	500	6	4	481	774
chr16	36797138	36883112	96330374	+	1217-	36865354	36939833	40833103	98.73603	98.67197	81.16554	71476	915	21	26	13583	2088
chr16	36721745	36787052	96330374	+	1217-	36788214	36858302	40833103	99.51401	99.418625	88.105385	63272	309	20	41	1726	6507
chr16	37629886	37698038	96330374	+	1217-	37643900	37705623	40833103	99.37046	99.31154	87.13943	60297	382	9	27	7473	1044
chr16	37089362	37145224	96330374	+	1217-	37136254	37191438	40833103	99.45266	99.431946	90.1571	52512	289	5	6	3061	2383
chr16	40002099	40054049	96330374	+	1217-	40080871	40131760	40833103	99.578735	99.555214	97.20407	50585	214	7	5	1151	90
chr16	47925537	47967423	96330374	+	1217-	40620926	40663089	40833103	99.433815	99.41244	98.65371	41622	237	2	7	27	304
chr16	37566527	37619308	96330374	+	1217-	37588676	37633658	40833103	98.70675	98.6615	79.49291	43047	564	9	11	9170	1371
chr16	42735794	42770075	96330374	+	1217-	40532806	40566787	40833103	99.262146	99.21822	97.82432	33632	250	10	5	399	99
chr16	39761363	39767190	96330374	+	1217-	39819345	39824898	40833103	98.39726	98.37955	93.77038	5464	89	1	0	274	0
chr16	39773220	39798819	96330374	+	1217-	39824898	39850547	40833103	99.449066	99.42964	99.20873	25452	141	2	3	6	56
chr16	39798819	39805414	96330374	+	1217-	39856659	39863258	40833103	98.43821	98.42329	98.37854	6492	103	0	1	0	4
chr16	42095761	42105584	96330374	+	1217-	40566787	40576610	40833103	99.65388	99.65388	99.65388	9789	34	0	0	0	0
chr16	46831257	46863577	96330374	+	1217-	40774896	40807237	40833103	98.820946	98.81177	98.72013	31933	381	1	2	6	27
chr16	36121575	36152898	96330374	+	1217-	36181853	36214491	40833103	99.06411	98.95827	87.060486	29638	280	24	8	1405	2720
chr16	43100659	43130229	96330374	+	1217-	40487103	40516467	40833103	99.509605	99.499435	98.81637	29220	144	3	0	206	0
chr16	49687319	49700572	96330374	+	1217-	40285411	40298735	40833103	99.342155	99.31212	98.39725	13138	87	2	2	28	99
chr16	42783526	42804164	96330374	+	1217-	40576610	40597248	40833103	99.86917	99.86917	99.86917	20611	27	0	0	0	0
chr16	42539753	42566897	96330374	+	1217-	40298735	40325879	40833103	99.76054	99.76054	99.76054	27079	65	0	0	0	0
chr16	47835718	47862084	96330374	+	1217-	40325879	40352247	40833103	99.87851	99.86335	99.67417	26308	32	1	3	26	28
chr16	49475585	49502210	96330374	+	1217-	40223663	40250288	40833103	99.84976	99.84976	99.84976	26585	40	0	0	0	0
chr16	42151061	42169245	96330374	+	1217-	40597248	40615431	40833103	99.736015	99.73053	99.73053	18135	48	1	0	1	0
chr16	37423779	37517211	96330374	+	1217-	37473410	37588604	40833103	98.99447	98.94132	79.75437	92149	936	5	45	347	22109
chr16	45112305	45201941	96330374	+	1217-	39863258	39944859	40833103	99.11292	99.092026	88.14145	79887	715	10	7	9034	999
chr16	43216776	43237315	96330374	+	1217-	40692134	40712683	40833103	99.435135	99.42545	99.35773	20420	116	1	1	3	13
chr16	43245365	43273404	96330374	+	1217-	40712683	40740632	40833103	99.211075	99.19658	94.94565	27163	216	3	1	660	570
chr16	43288621	43312346	96330374	+	1217-	40740632	40764357	40833103	99.58272	99.58272	99.58272	23626	99	0	0	0	0
chr16	43318386	43328964	96330374	+	1217-	40764357	40774850	40833103	98.68294	98.61608	94.83481	10190	136	3	4	252	167
chr16	44217735	44226246	96330374	+	1217-	39944859	39953402	40833103	99.24479	99.161575	95.02985	8279	63	4	3	169	201
chr16	44247161	44272614	96330374	+	1217-	39953402	39981667	40833103	99.20863	99.17739	88.97913	25198	201	2	6	54	2866
chr16	47206107	47293076	96330374	+	1217-	39738758	39819202	40833103	99.2968	99.28321	91.633934	79782	565	7	4	6622	97
chr16	45795941	45844486	96330374	+	1217-	39995238	40043077	40833103	98.8098	98.76161	94.56842	46574	561	13	10	1410	704
chr16	44324855	44353772	96330374	+	1217-	40043077	40067613	40833103	99.306206	99.273796	84.05181	24333	170	6	2	4414	33
chr16	44362672	44376337	96330374	+	1217-	40067613	40080871	40833103	98.75249	98.69206	93.115395	12903	163	5	3	599	192
chr16	37435185	37488677	96330374	+	1217-	36939837	36977690	40833103	99.23124	99.19717	70.21985	37562	291	13	0	15639	0
chr16	47390059	47409791	96330374	+	1217-	40670820	40692134	40833103	98.03812	97.943535	90.25783	19289	386	6	13	57	1639
chr16	45452454	45489961	96330374	+	1217-	40250288	40285411	40833103	99.2575	99.229164	92.40688	34757	260	6	4	2490	106
chr16	41603482	41731989	96330374	+	1221+	430339	560981	891200	99.24904	99.22814	97.21802	127272	963	13	14	272	2407
chr16	41737536	41753438	96330374	+	1221+	560981	576467	891200	98.72599	98.70684	95.861855	15266	197	2	1	439	23
chr16	41759576	41771138	96330374	+	1221+	576467	582826	891200	98.11201	98.0187	53.22775	6184	119	4	2	5259	56
chr16	44743373	44866216	96330374	+	1221+	141536	256608	891200	99.072754	99.04602	92.46865	113791	1065	18	13	7987	216
chr16	40116834	40121555	96330374	+	1221+	750632	755322	891200	99.04051	98.9983	98.390175	4645	45	2	0	31	0
chr16	40121555	40237362	96330374	+	1221+	775051	891176	891200	99.63909	99.621025	90.32173	109880	398	9	11	5529	5847
chr16	40010698	40070239	96330374	+	1221+	660157	706001	891200	99.26649	99.21451	76.3218	45471	336	18	6	13734	37
chr16	47569778	47598037	96330374	+	1221+	16285	44675	891200	99.21441	99.19686	98.75661	28037	222	0	5	0	131
chr16	41421705	41448097	96330374	+	1221+	281390	307402	891200	99.59347	99.58179	94.98919	25478	104	1	2	810	430
chr16	41466656	41481090	96330374	+	1221+	307402	321832	891200	99.43174	99.42485	99.40418	14348	82	1	0	4	0
chr16	46828970	46864487	96330374	+	1221+	44675	80094	891200	99.09877	99.08757	98.69724	35077	319	1	3	121	23
chr16	49971493	50008584	96330374	+	1221+	105004	141536	891200	98.999504	98.97509	97.24294	36117	365	6	3	609	50
chr16	46575013	46630973	96330374	+	1221+	608519	660157	891200	99.09202	99.055504	91.11587	51075	468	14	5	4417	95
chr16	47454499	47464581	96330374	+	1221+	326041	338296	891200	97.71206	97.60479	79.331604	9780	229	2	9	73	2246
chr16	47464581	47480230	96330374	+	1221+	343400	359363	891200	98.78493	98.759254	93.71841	15203	187	2	2	259	573
chr16	44989502	45017211	96330374	+	1221+	359363	380252	891200	97.286026	97.09601	64.73955	18891	527	27	11	8291	1471
chr16	45017211	45038908	96330374	+	1221+	386364	406216	891200	98.81037	98.75514	88.834045	19436	234	7	4	2027	182
chr16	42007108	42019059	96330374	+	1221+	706001	721476	891200	98.66689	98.58211	72.61219	11472	155	6	4	324	3848
chr16	42028576	42060857	96330374	+	1221+	721476	750632	891200	98.40792	98.31431	73.43812	25837	418	10	15	6026	2901
chr16	40594144	40708074	96330374	+	1222-	48205	168675	817491	99.3757	99.34417	93.14665	112700	708	16	20	522	7062
chr16	49894189	49920375	96330374	+	1222-	647361	673508	817491	99.54105	99.53344	99.39281	26027	120	2	0	39	0
chr16	49926487	49992766	96330374	+	1222-	673508	737770	817491	98.95403	98.916916	95.05865	63291	669	16	8	2319	302
chr16	48147534	48209163	96330374	+	1222-	510194	568146	817491	99.67837	99.66803	93.3491	57644	186	3	3	3799	122
chr16	48234090	48292878	96330374	+	1222-	588826	644265	817491	99.618706	99.60251	93.61171	55127	211	6	3	3450	101
chr16	49102294	49135549	96330374	+	1222-	123	33380	817491	99.73234	99.720345	99.702354	33162	89	2	2	4	6
chr16	49141609	49156434	96330374	+	1222-	33380	48205	817491	99.83811	99.83811	99.83811	14801	24	0	0	0	0
chr16	41227522	41282801	96330374	+	1222-	329034	384362	817491	99.41374	99.39935	99.279015	54942	324	1	7	13	62
chr16	48596445	48644830	96330374	+	1222-	770629	817491	817491	99.44959	99.425415	89.96561	44990	249	3	8	3146	1623
chr16	41462892	41467891	96330374	+	1222-	568146	573122	817491	99.13585	99.11594	98.67973	4933	43	1	0	23	0
chr16	41467891	41469780	96330374	+	1222-	578970	580836	817491	98.231514	98.178894	97.03547	1833	33	1	0	23	0
chr16	41318436	41322953	96330374	+	1222-	420756	426079	817491	95.18847	94.977875	80.54409	4293	217	2	8	7	813
chr16	41328472	41358704	96330374	+	1222-	426079	456442	817491	98.64874	98.590965	90.6063	28618	392	2	15	1222	1353
chr16	46839395	46864487	96330374	+	1222-	737770	762860	817491	98.91136	98.8741	89.82471	23623	260	5	4	1209	1207
chr16	43145040	43206399	96330374	+	1222-	168675	233033	817491	99.26158	99.236885	91.392296	59819	445	11	4	1095	4094
chr16	43206399	43225407	96330374	+	1222-	249160	272110	817491	99.65243	99.63145	82.38496	18923	66	2	2	19	3961
chr16	43225407	43236422	96330374	+	1222-	283640	295796	817491	99.70946	99.68231	90.334785	10982	32	1	2	1	1142
chr16	43244472	43259632	96330374	+	1222-	295796	308229	817491	97.86531	97.74721	80.03821	12149	265	12	3	2746	19
chr16	43265954	43266661	96330374	+	1222-	308229	308936	817491	97.87836	97.87836	97.87836	692	15	0	0	0	0
chr16	43272783	43281299	96330374	+	1222-	308936	317457	817491	99.27196	99.2603	99.21371	8454	62	0	1	0	5
chr16	43290496	43301900	96330374	+	1222-	317457	328858	817491	99.421104	99.412384	99.39495	11335	66	1	0	3	0
chr16	47292005	47355206	96330374	+	1222-	456470	510194	817491	96.869545	96.65006	81.102104	51615	1668	92	29	9918	441
chr16	45723746	45764191	96330374	+	1222-	384382	420756	817491	99.00821	98.98912	88.68981	35938	360	5	2	4147	76
chr4	187210008	189512710	193574945	+	127+	0	2306151	6199158	99.895775	99.86973	99.57503	2298323	2398	285	315	1981	5430
chr4	191302732	193436300	193574945	+	127+	4074715	6199158	6199158	99.79364	99.75568	98.51016	2110861	4365	417	388	18342	9217
chr4	189517448	189772502	193574945	+	127+	2306441	2562152	6199158	99.809265	99.76022	98.95043	253794	485	64	61	775	1432
chr4	189782395	191298121	193574945	+	127+	2562152	4070103	6199158	99.88427	99.8576	98.99886	1503366	1742	212	190	10618	2843
chr7	85349421	95030313	160567428	+	1422-	85588777	95271930	161100288	99.931	99.91326	99.80282	9669133	6676	856	862	5083	7344
chr7	95030313	102244789	160567428	+	1422-	95277994	102487296	161100288	99.92808	99.90765	99.73196	7199623	5182	728	745	9671	4497
chr7	102250537	103799787	160567428	+	1422-	102487296	104036668	161100288	99.8574	99.815575	99.192276	1541932	2202	331	316	5116	5238
chr7	103799787	103953526	160567428	+	1422-	104135784	104289547	161100288	99.933624	99.91217	99.83748	153575	102	17	16	62	86
chr7	103953526	135421685	160567428	+	1422-	104295441	135763409	161100288	99.92349	99.90266	99.75171	31416937	24054	3310	3248	27168	26977
chr7	135421685	143663804	160567428	+	1422-	135776765	144014983	161100288	99.91731	99.89385	99.69373	8224133	6806	1025	908	11180	7279
chr7	143685456	143858828	160567428	+	1422-	144014983	144188316	161100288	99.88403	99.872505	99.84889	173121	201	15	5	50	11
chr7	143878968	145474333	160567428	+	1422-	144188316	145785194	161100288	99.94958	99.93535	99.7497	1593720	804	112	115	841	2354
chr7	145474333	145506224	160567428	+	1422-	145883801	145915704	161100288	99.974915	99.97178	99.93731	31883	8	0	1	0	12
chr7	145506224	151782243	160567428	+	1422-	146012314	152285754	161100288	99.88206	99.8548	99.54229	6256651	7388	807	903	11980	9401
chr7	151782243	155235065	160567428	+	1422-	152291168	155742040	161100288	99.89757	99.87332	99.62862	3443663	3531	407	430	5628	3678
chr7	4093221	26232851	160567428	+	1422-	4073058	26215868	161100288	99.88869	99.86324	99.64508	22089571	24618	2799	2834	25441	28621
chr7	26241347	31688358	160567428	+	1422-	26215868	31660627	161100288	99.915726	99.895386	99.77151	5437366	4586	593	515	5059	2807
chr7	64581290	68345878	160567428	+	1422-	64857709	68624311	161100288	99.91474	99.89327	99.573204	3755943	3205	385	423	5440	7454
chr7	68345878	74023813	160567428	+	1422-	68630360	74305281	161100288	99.88254	99.84542	99.65121	5663187	6660	1069	1039	8088	5074
chr7	74029393	74303464	160567428	+	1422-	74305281	74575342	161100288	99.93811	99.91033	98.30157	269653	167	28	47	4251	241
chr7	74303464	76544261	160567428	+	1422-	74603378	76839356	161100288	99.93602	99.90305	99.51006	2232178	1429	383	354	7190	2371
chr7	76628251	78291318	160567428	+	1422-	76839356	78502421	161100288	99.945854	99.92494	99.87041	1661538	900	174	174	629	627
chr7	78291318	85349112	160567428	+	1422-	78530509	85588624	161100288	99.9153	99.89227	99.75157	7046194	5973	795	831	5627	5948
chr7	40998661	44741596	160567428	+	1422-	40954501	44697123	161100288	99.91978	99.89983	99.82321	3737968	3001	380	367	1966	1653
chr7	44741596	49841273	160567428	+	1422-	44704522	49806411	161100288	99.910164	99.889275	99.733215	5091684	4578	535	531	3415	5627
chr7	49847332	54394175	160567428	+	1422-	49806411	54355664	161100288	99.88486	99.861755	99.6923	4538428	5232	538	513	3183	5593
chr7	31690082	38394723	160567428	+	1422-	31660906	38366650	161100288	99.92634	99.90926	99.71972	6693319	4934	570	575	6388	7491
chr7	38410809	40997567	160567428	+	1422-	38366650	40953403	161100288	99.904625	99.88059	99.73518	2582095	2465	293	329	2198	2193
chr7	155238236	159338220	160567428	+	1422-	155745143	159837071	161100288	99.86549	99.83395	99.2049	4076873	5491	625	665	17620	9564
chr7	509638	4091983	160567428	+	1422-	478871	4061568	161100288	99.845795	99.804695	98.994156	3561676	5501	746	723	15168	15520
chr7	54470755	56542227	160567428	+	1422-	54432243	56501946	161100288	99.87345	99.8386	99.389725	2062947	2614	363	358	5911	4142
chr7	56558955	56584582	160567428	+	1422-	56501946	56527610	161100288	99.68782	99.66059	99.53633	25546	80	1	6	1	38
chr7	56600076	56817256	160567428	+	1422-	56527610	56744698	161100288	99.81978	99.77654	99.653496	216562	391	58	36	227	135
chr7	56817256	56920671	160567428	+	1422-	56750733	56854211	161100288	99.650536	99.58017	99.372536	102941	361	34	39	113	176
chr7	56928637	57050694	160567428	+	1422-	56854211	56974735	161100288	99.751305	99.69575	98.01723	119928	299	31	36	1830	297
chr7	57051439	58148685	160567428	+	1422-	56975576	58077716	161100288	99.79907	99.762886	98.84963	1092238	2199	182	215	2809	7703
